example_id,message,normalized_message,language,injured,trapped,fire,medical_emergency,people_affected,urgency,priority_label,priority_evidence_spans,temporal_status,perspective,severity_factors,missing_information_flags,needs_review,provenance,author_id,event_id,scenario_id,source_id,collection_session_id,paraphrase_group_id,template_family_id,annotator_id,second_reviewer_id,adjudication_status,review_reason,split,minimal_pair_id,minimal_pair_role,minimal_pair_changed_fact
PV4_03291,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the north side; the condition is not confirmed. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the north side; the condition is not confirmed. can anyone check this?,en,0,1,0,0,3,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_090,event_00822,scenario_03291,synthetic_source_a,session_14,group_03291,family_storm_10,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03292,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the north side; the condition is not confirmed. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the north side; the condition is not confirmed. please advise when you can.",en,1,0,0,0,18,2,MEDIUM,"[""one person has a small injury and can walk""]",current,first_person,"[""minor injury""]",[],false,synthetic_proposed,author_091,event_00823,scenario_03292,synthetic_source_a,session_15,group_03292,family_water_11,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03293,"Our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. It was while we waited in the north side; the condition is not confirmed. No one here can handle it alone.","our group is at in our neighborhood, where one person has severe bleeding and is becoming weak. it was while we waited in the north side; the condition is not confirmed. no one here can handle it alone.",en,1,0,0,1,18,5,CRITICAL,"[""one person has severe bleeding and is becoming weak""]",current,third_party_local,"[""immediate threat"", ""severe injury""]",[],true,synthetic_proposed,author_092,event_00823,scenario_03293,synthetic_source_a,session_16,group_03293,family_missing_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03294,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was before dawn in the north side; people are moving slowly.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was before dawn in the north side; people are moving slowly.,en,0,0,1,0,11,1,LOW,"[""the fire was contained and no one needs help""]",resolved,third_party_local,[],[],false,synthetic_proposed,author_093,event_00823,scenario_03294,synthetic_source_a,session_17,group_03294,family_crowd_13,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03295,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the north side; people are moving slowly. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the north side; people are moving slowly. no one here can handle it alone.,en,0,0,0,0,14,2,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_094,event_00823,scenario_03295,synthetic_source_a,session_18,group_03295,family_collapse_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03296,We are calling about outside the clinic; someone is down near the old bridge. It was near sunset in the north side; people are moving slowly. Please send assistance.,we are calling about outside the clinic; someone is down near the old bridge. it was near sunset in the north side; people are moving slowly. please send assistance.,en,0,0,0,0,9,5,HIGH,"[""someone is down near the old bridge""]",current,third_party_local,[],"[""condition"", ""time""]",true,synthetic_proposed,author_095,event_00824,scenario_03296,synthetic_source_a,session_19,group_03296,family_storm_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03297,"At in our neighborhood, the message is simple: we need a ride out. It was this evening in the north side; people are moving slowly. We need responders.","at in our neighborhood, the message is simple: we need a ride out. it was this evening in the north side; people are moving slowly. we need responders.",en,0,0,0,0,13,1,HIGH,"[""we need a ride out""]",current,household,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_096,event_00824,scenario_03297,synthetic_source_a,session_20,group_03297,family_road_16,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03298,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the north side; people are moving slowly.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the north side; people are moving slowly.,en,0,1,0,0,11,1,LOW,"[""the incident ended and everyone is safe""]",resolved,first_person,"[""entrapment context""]",[],false,synthetic_proposed,author_000,event_00824,scenario_03298,synthetic_source_a,session_21,group_03298,family_water_00,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03299,This happened before at behind the school: the storm last month damaged the roof. It was overnight in the north side; people are moving slowly.,this happened before at behind the school: the storm last month damaged the roof. it was overnight in the north side; people are moving slowly.,en,0,0,0,0,3,2,LOW,"[""the storm last month damaged the roof""]",historical,first_person,[],[],false,synthetic_proposed,author_001,event_00824,scenario_03299,synthetic_source_a,session_22,group_03299,family_missing_01,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03300,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was during the first watch in the north side; people are moving slowly.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was during the first watch in the north side; people are moving slowly.",en,0,1,0,0,16,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,third_party_local,"[""entrapment context""]",[],false,synthetic_proposed,author_002,event_00825,scenario_03300,synthetic_source_a,session_23,group_03300,family_crowd_02,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03301,The local channel says the local channel reports a fire downtown at by the river. It was at shift change in the north side; people are moving slowly.,the local channel says the local channel reports a fire downtown at by the river. it was at shift change in the north side; people are moving slowly.,en,0,0,0,0,2,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_003,event_00825,scenario_03301,synthetic_source_a,session_24,group_03301,family_utility_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03302,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the north side; people are moving slowly. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the north side; people are moving slowly. please send assistance.,en,0,1,0,0,7,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_004,event_00825,scenario_03302,synthetic_source_a,session_25,group_03302,family_flood_04,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03303,Please note that a person is trapped inside and smoke is filling the room at near the station. It was after the warning in the north side; people are moving slowly. We need responders.,please note that a person is trapped inside and smoke is filling the room at near the station. it was after the warning in the north side; people are moving slowly. we need responders.,en,0,1,1,0,7,5,CRITICAL,"[""a person is trapped inside and smoke is filling the room""]",current,third_party_local,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_005,event_00825,scenario_03303,synthetic_source_a,session_26,group_03303,family_fire_05,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03304,Our update from outside the clinic is that one person has a small injury and can walk. It was while traffic was light in the north side; people are moving slowly. Can anyone check this?,our update from outside the clinic is that one person has a small injury and can walk. it was while traffic was light in the north side; people are moving slowly. can anyone check this?,en,1,0,0,1,2,1,MEDIUM,"[""one person has a small injury and can walk""]",current,household,"[""minor injury""]",[],false,synthetic_proposed,author_006,event_00826,scenario_03304,synthetic_source_a,session_27,group_03304,family_medical_06,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03305,Can someone respond to in our neighborhood? We have one person has severe bleeding and is becoming weak. It was during school hours in the north side; people are moving slowly. I do not know what to do.,can someone respond to in our neighborhood? we have one person has severe bleeding and is becoming weak. it was during school hours in the north side; people are moving slowly. i do not know what to do.,en,1,0,0,1,16,4,CRITICAL,"[""one person has severe bleeding and is becoming weak""]",current,household,"[""immediate threat"", ""severe injury""]",[],true,synthetic_proposed,author_007,event_00826,scenario_03305,synthetic_source_a,session_28,group_03305,family_collapse_07,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03306,The situation at behind the school is smoke is near several homes but residents have a clear way out. It was after the power returned in the north side; people are moving slowly. No one here can handle it alone.,the situation at behind the school is smoke is near several homes but residents have a clear way out. it was after the power returned in the north side; people are moving slowly. no one here can handle it alone.,en,0,0,1,0,14,1,HIGH,"[""smoke is near several homes but residents have a clear way out""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_008,event_00826,scenario_03306,synthetic_source_a,session_00,group_03306,family_road_08,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03307,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the north side; people are moving slowly. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the north side; people are moving slowly. please send assistance.,en,0,0,0,0,12,4,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_009,event_00826,scenario_03307,synthetic_source_a,session_01,group_03307,family_water_09,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03308,For responders near at the apartment block: the road is blocked by branches but nobody is hurt. It was before responders arrived in the north side; people are moving slowly. Can anyone check this?,for responders near at the apartment block: the road is blocked by branches but nobody is hurt. it was before responders arrived in the north side; people are moving slowly. can anyone check this?,en,0,0,0,0,4,2,HIGH,"[""the road is blocked by branches but nobody is hurt""]",current,third_party_local,[],[],false,synthetic_proposed,author_010,event_00827,scenario_03308,synthetic_source_a,session_02,group_03308,family_crowd_10,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03309,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the north side; people are moving slowly. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the north side; people are moving slowly. i do not know what to do.,en,0,0,0,0,13,2,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,third_party_local,"[""worsening condition""]",[],false,synthetic_proposed,author_011,event_00827,scenario_03309,synthetic_source_a,session_03,group_03309,family_utility_11,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03310,"Please record this location, outside the clinic, and this fact: someone is down near the old bridge. It was during the road closure in the north side; people are moving slowly. Please advise when you can.","please record this location, outside the clinic, and this fact: someone is down near the old bridge. it was during the road closure in the north side; people are moving slowly. please advise when you can.",en,0,0,0,0,10,2,MEDIUM,"[""someone is down near the old bridge""]",current,third_party_local,[],"[""condition"", ""time""]",true,synthetic_proposed,author_012,event_00827,scenario_03310,synthetic_source_a,session_04,group_03310,family_flood_12,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03311,"Our group is at in our neighborhood, where we need a ride out. It was while we waited in the north side; people are moving slowly. No one here can handle it alone.","our group is at in our neighborhood, where we need a ride out. it was while we waited in the north side; people are moving slowly. no one here can handle it alone.",en,0,0,1,0,7,5,HIGH,"[""we need a ride out""]",current,third_party_local,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_013,event_00827,scenario_03311,synthetic_source_a,session_05,group_03311,family_fire_13,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03312,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the north side; the area is unfamiliar. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the north side; the area is unfamiliar. please advise when you can.",en,0,0,0,1,2,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_014,event_00828,scenario_03312,synthetic_source_a,session_06,group_03312,family_medical_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03313,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the north side; the area is unfamiliar. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the north side; the area is unfamiliar. please advise when you can.",en,1,0,0,0,15,2,HIGH,"[""one person has a small injury and can walk""]",current,third_party_local,"[""minor injury""]",[],false,synthetic_proposed,author_015,event_00828,scenario_03313,synthetic_source_a,session_07,group_03313,family_storm_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03314,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the north side; the gate is locked. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the north side; the gate is locked. i do not know what to do.,en,0,0,0,0,14,4,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_016,event_00828,scenario_03314,synthetic_source_a,session_08,group_03314,family_missing_16,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03315,The local channel says the local channel reports a fire downtown at by the river. It was while the tide came in in the north side; the radio is intermittent.,the local channel says the local channel reports a fire downtown at by the river. it was while the tide came in in the north side; the radio is intermittent.,en,0,0,0,0,13,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_017,event_00828,scenario_03315,synthetic_source_a,session_09,group_03315,family_utility_00,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03316,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the north side; the radio is intermittent. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the north side; the radio is intermittent. please advise when you can.",en,1,0,0,1,18,1,MEDIUM,"[""one person has a small injury and can walk""]",current,third_party_local,"[""minor injury""]",[],false,synthetic_proposed,author_018,event_00829,scenario_03316,synthetic_source_a,session_10,group_03316,family_medical_01,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03317,pls note that a person is trapped inside and smoke is filling the room at near the station. It was after the warning in the north side; the map is outdated. We need responders.,pls note that a person is trapped inside and smoke is filling the room at near the station. it was after the warning in the north side; the map is outdated. we need responders.,en,0,1,1,0,7,4,CRITICAL,"[""a person is trapped inside and smoke is filling the room""]",current,third_party_local,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_019,event_00829,scenario_03317,synthetic_source_a,session_11,group_03317,family_missing_02,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03318,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was before dawn in the north side; the bridge is being checked.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was before dawn in the north side; the bridge is being checked.,en,0,0,1,1,16,1,LOW,"[""the fire was contained and no one needs help""]",resolved,household,[],[],false,synthetic_proposed,author_020,event_00829,scenario_03318,synthetic_source_a,session_12,group_03318,family_medical_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03319,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the north side; the bridge is being checked. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the north side; the bridge is being checked. can anyone check this?,en,0,0,0,0,14,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_021,event_00829,scenario_03319,synthetic_source_a,session_13,group_03319,family_storm_04,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03320,Can someone respond to by the river? We have water is rising and we cannot get out of the upper floor. It was around noon in the north side; the bridge is being checked. I do not know what to do.,can someone respond to by the river? we have water is rising and we cannot get out of the upper floor. it was around noon in the north side; the bridge is being checked. i do not know what to do.,en,0,1,0,0,17,5,CRITICAL,"[""water is rising and we cannot get out of the upper floor""]",current,household,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_022,event_00830,scenario_03320,synthetic_source_a,session_14,group_03320,family_road_05,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03321,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the north side; the bridge is being checked. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the north side; the bridge is being checked. no one here can handle it alone.,en,0,0,0,0,10,1,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_023,event_00830,scenario_03321,synthetic_source_a,session_15,group_03321,family_missing_06,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03322,We are calling about outside the clinic; someone is down near the old bridge. It was near sunset in the north side; the bridge is being checked. Please send assistnce.,we are calling about outside the clinic; someone is down near the old bridge. it was near sunset in the north side; the bridge is being checked. please send assistnce.,en,0,0,0,0,10,2,HIGH,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_024,event_00830,scenario_03322,synthetic_source_a,session_16,group_03322,family_crowd_07,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03323,"At in our neighborhood, the message is simple: we need a ride out. It was this evening in the north side; the bridge is being checked. We need responders.","at in our neighborhood, the message is simple: we need a ride out. it was this evening in the north side; the bridge is being checked. we need responders.",en,0,0,0,0,9,1,MEDIUM,"[""we need a ride out""]",current,household,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_025,event_00830,scenario_03323,synthetic_source_a,session_17,group_03323,family_utility_08,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03324,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the north side; the bridge is being checked.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the north side; the bridge is being checked.,en,0,1,0,0,1,1,LOW,"[""the incident ended and everyone is safe""]",resolved,first_person,"[""entrapment context""]",[],false,synthetic_proposed,author_026,event_00831,scenario_03324,synthetic_source_a,session_18,group_03324,family_flood_09,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03325,This happened before at behind the school: the storm last month damaged the roof. It was overnight in the north side; the bridge is being checked.,this happened before at behind the school: the storm last month damaged the roof. it was overnight in the north side; the bridge is being checked.,en,0,0,1,0,11,2,LOW,"[""the storm last month damaged the roof""]",historical,first_person,[],[],false,synthetic_proposed,author_027,event_00831,scenario_03325,synthetic_source_a,session_19,group_03325,family_fire_10,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03326,The local channel says the local channel reports a fire downtown at by the river. It was at shift change in the north side; the bridge is being checked.,the local channel says the local channel reports a fire downtown at by the river. it was at shift change in the north side; the bridge is being checked.,en,0,0,0,0,10,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_028,event_00831,scenario_03326,synthetic_source_a,session_20,group_03326,family_collapse_11,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03327,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the north side; the bridge is being checked. pls send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the north side; the bridge is being checked. pls send assistance.,en,0,1,0,0,17,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_029,event_00831,scenario_03327,synthetic_source_a,session_21,group_03327,family_storm_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03328,Can someone respond to in our neighborhood? We have one person has severe bleeding and is becoming weak. It was during school hours in the north side; the bridge is being checked. I do not know what to do.,can someone respond to in our neighborhood? we have one person has severe bleeding and is becoming weak. it was during school hours in the north side; the bridge is being checked. i do not know what to do.,en,1,0,0,1,15,2,CRITICAL,"[""one person has severe bleeding and is becoming weak""]",current,first_person,"[""immediate threat"", ""severe injury""]",[],true,synthetic_proposed,author_030,event_00832,scenario_03328,synthetic_source_a,session_22,group_03328,family_missing_13,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03329,The situation at behind the school is smoke is near several homes but residents have a clear way out. It was after the power returned in the north side; the bridge is being checked. No one here can handle it alone.,the situation at behind the school is smoke is near several homes but residents have a clear way out. it was after the power returned in the north side; the bridge is being checked. no one here can handle it alone.,en,0,0,1,0,5,1,HIGH,"[""smoke is near several homes but residents have a clear way out""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_031,event_00832,scenario_03329,synthetic_source_a,session_23,group_03329,family_utility_14,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03330,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the north side; the bridge is being checked. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the north side; the bridge is being checked. please send assistance.,en,0,0,0,0,18,2,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_032,event_00832,scenario_03330,synthetic_source_a,session_24,group_03330,family_flood_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03331,"At by the river, the message is simple: water is rising and we cannot get out of the upper floor. It was while the tide came in in the north side; the bridge is being checked. We need responders.","at by the river, the message is simple: water is rising and we cannot get out of the upper floor. it was while the tide came in in the north side; the bridge is being checked. we need responders.",en,0,1,1,0,9,5,CRITICAL,"[""water is rising and we cannot get out of the upper floor""]",current,third_party_local,"[""immediate threat"", ""entrapment context"", ""worsening condition""]",[],true,synthetic_proposed,author_033,event_00832,scenario_03331,synthetic_source_a,session_25,group_03331,family_fire_16,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03332,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the north side; the bridge is being checked. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the north side; the bridge is being checked. i do not know what to do.,en,0,0,0,0,16,2,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,third_party_local,"[""worsening condition""]",[],false,synthetic_proposed,author_034,event_00833,scenario_03332,synthetic_source_a,session_26,group_03332,family_collapse_00,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03333,"Please record this location, outside the clinic, and this fact: someone is down near the old bridge. It was during the road closure in the north side; the bridge is being checked. Please advise when you can.","please record this location, outside the clinic, and this fact: someone is down near the old bridge. it was during the road closure in the north side; the bridge is being checked. please advise when you can.",en,0,0,0,0,6,5,HIGH,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_035,event_00833,scenario_03333,synthetic_source_a,session_27,group_03333,family_storm_01,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03334,"Our group is at in our neighborhood, where we need a ride out. It was while we waited in the north side; the bridge is being checked. No one here can handle it alone.","our group is at in our neighborhood, where we need a ride out. it was while we waited in the north side; the bridge is being checked. no one here can handle it alone.",en,0,0,0,0,12,3,HIGH,"[""we need a ride out""]",current,third_party_local,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_036,event_00833,scenario_03334,synthetic_source_a,session_28,group_03334,family_road_02,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03335,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was before dawn in the north side; the message is being relayed.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was before dawn in the north side; the message is being relayed.,en,0,1,0,0,14,1,LOW,"[""the incident ended and everyone is safe""]",resolved,first_person,"[""entrapment context""]",[],false,synthetic_proposed,author_037,event_00833,scenario_03335,synthetic_source_a,session_00,group_03335,family_water_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03336,This happened before at behind the school: the storm last month damaged the roof. It was early this morning in the north side; the message is being relayed.,this happened before at behind the school: the storm last month damaged the roof. it was early this morning in the north side; the message is being relayed.,en,0,0,0,0,5,2,LOW,"[""the storm last month damaged the roof""]",historical,first_person,[],[],false,synthetic_proposed,author_038,event_00834,scenario_03336,synthetic_source_a,session_01,group_03336,family_missing_04,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03337,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was during the morning in the north side; the message is being relayed.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was during the morning in the north side; the message is being relayed.",en,0,1,0,0,15,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,third_party_local,"[""entrapment context""]",[],false,synthetic_proposed,author_039,event_00834,scenario_03337,synthetic_source_a,session_02,group_03337,family_crowd_05,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03338,The local channel says the local channel reports a fire downtown at by the river. It was around noon in the north side; the message is being relayed.,the local channel says the local channel reports a fire downtown at by the river. it was around noon in the north side; the message is being relayed.,en,0,0,0,0,1,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_040,event_00834,scenario_03338,synthetic_source_a,session_03,group_03338,family_utility_06,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03339,"From at the apartment block, I can report: a person is trapped but trained responders are already reaching them. It was after lunch in the north side; the message is being relayed. Please advise when you can.","from at the apartment block, i can report: a person is trapped but trained responders are already reaching them. it was after lunch in the north side; the message is being relayed. please advise when you can.",en,0,1,0,0,1,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,household,"[""entrapment context""]",[],true,synthetic_proposed,author_041,event_00834,scenario_03339,synthetic_source_a,session_04,group_03339,family_flood_07,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03340,We are calling about outside the clinic; one person has a small injury and can walk. It was near sunset in the north side; the message is being relayed. Please send assistance.,we are calling about outside the clinic; one person has a small injury and can walk. it was near sunset in the north side; the message is being relayed. please send assistance.,en,1,0,0,1,10,2,MEDIUM,"[""one person has a small injury and can walk""]",current,first_person,"[""minor injury""]",[],false,synthetic_proposed,author_042,event_00835,scenario_03340,synthetic_source_a,session_05,group_03340,family_medical_08,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03341,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was after dark in the north side; the message is being relayed.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was after dark in the north side; the message is being relayed.,en,0,0,1,0,8,4,LOW,"[""the fire was contained and no one needs help""]",resolved,household,[],[],false,synthetic_proposed,author_043,event_00835,scenario_03341,synthetic_source_a,session_06,group_03341,family_storm_09,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03342,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the north side; the message is being relayed. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the north side; the message is being relayed. please advise when you can.",en,0,0,0,0,9,1,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_044,event_00835,scenario_03342,synthetic_source_a,session_07,group_03342,family_water_10,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03343,Our update from outside the clinic is that someone is down near the old bridge. It was while traffic was light in the north side; the message is being relayed. Can anyone check this?,our update from outside the clinic is that someone is down near the old bridge. it was while traffic was light in the north side; the message is being relayed. can anyone check this?,en,0,0,0,0,11,2,MEDIUM,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_045,event_00835,scenario_03343,synthetic_source_a,session_08,group_03343,family_flood_11,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03344,Can someone respond to in our neighborhood? We have we need a ride out. It was during school hours in the north side; the message is being relayed. I do not know what to do.,can someone respond to in our neighborhood? we have we need a ride out. it was during school hours in the north side; the message is being relayed. i do not know what to do.,en,0,0,1,0,11,3,HIGH,"[""we need a ride out""]",current,third_party_local,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_046,event_00836,scenario_03344,synthetic_source_a,session_09,group_03344,family_fire_12,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03345,This happened before at behind the school: the storm last month damaged the roof. It was after the power returned in the north side; the message is being relayed.,this happened before at behind the school: the storm last month damaged the roof. it was after the power returned in the north side; the message is being relayed.,en,0,0,0,0,15,2,LOW,"[""the storm last month damaged the roof""]",historical,household,[],[],false,synthetic_proposed,author_047,event_00836,scenario_03345,synthetic_source_a,session_10,group_03345,family_collapse_13,,,unreviewed,synthetic data; not human verified,validation,,,
