id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,event_id,source_type,annotation_reason,language,split
rpv2-00417,A chemical leak made the plant unsafe and workers need urgent evacuation. along the main road.,HIGH,industrial,0,0,0,1,30,v2_industrial_industrial_high_spill,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_high_spill; label reflects contextual rescue urgency.,en,train
rpv2-00007,Field note: Several people are unconscious during thee severe outbreak and need emergency care. near the market. This is the current update.,CRITICAL,biological,1,0,0,1,7,v2_biological_biological_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00568,Report from resident: Third-party report: I am sharing information about an unusual event; there is no emergency here. at the apartment block. No further details yet.,LOW,other,0,0,0,0,0,v2_other_other_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family other_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00912,Report from resident: Third-party report: A serious injury occurred while people evacuated the wildfire area. by the river.,HIGH,wildfire,1,0,0,1,3,v2_wildfire_wildfire_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00300,Caller says: A resident is bleeding badly after debris struck them; immediate medical help is needed. at the apartment block. This is the current update.,CRITICAL,hurricane,1,0,0,1,1,v2_hurricane_hurricane_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_critical_bleeding; label reflects contextual rescue urgency.,en,train
rpv2-00550,Need assistance — Can someone help? one person has a stable injury and needs non-urgent medical assistance. by the river. Please advise.,MEDIUM,other,1,0,0,1,1,v2_other_other_medium_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_injury; label reflects contextual rescue urgency.,en,validation
rpv2-00900,Caller says: Fire damaged part of the building; everyone evacuated safely but support is needed. along the main road.,HIGH,wildfire,0,0,1,0,9,v2_wildfire_wildfire_high_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_damage; label reflects contextual rescue urgency.,en,train
rpv2-00289,The hurricane destroyed the house and two residents are trapped inside. at the apartment block. We need the appropriate response.,CRITICAL,hurricane,0,1,0,0,2,v2_hurricane_hurricane_critical_trapped,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_critical_trapped; label reflects contextual rescue urgency.,en,train
rpv2-00741,"Update: Debris blocks the road after the tornado, but nobody is injured or trapped. Please send someone. along the main road. No further details yet.",MEDIUM,tornado,0,0,0,0,4,v2_tornado_tornado_medium_debris,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_debris; label reflects contextual rescue urgency.,en,validation
rpv2-00023,Field note: Multiple patients are collapsing and responders need to act immediately. pls. by the river.,CRITICAL,biological,1,0,0,1,12,v2_biological_biological_critical_multiple,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_critical_multiple; label reflects contextual rescue urgency.,en,train
rpv2-00763,"Please help, This is a tornado shelter drill and all participants are accounted for. at the apartment block. No further details yet.",LOW,tornado,0,0,0,0,20,v2_tornado_tornado_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00665,Just checking the community channel; there is no active incident. near the market. Please advise.,LOW,societal,0,0,0,0,0,v2_societal_societal_low_check,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_low_check; label reflects contextual rescue urgency.,en,test
rpv2-00842,SOS: A vehicle stopped on the roadside; traffic is moving while no one is hurt. on the east side. This is the current update.,LOW,transportation,0,0,0,0,1,v2_transportation_transport_low_stopped,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_low_stopped; label reflects contextual rescue urgency.,en,test
rpv2-00591,Field note: A person is bleeding severely and unconscious after thee attack. along the main road. This is the current update.,CRITICAL,societal,1,0,0,1,1,v2_societal_societal_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00668,Caller says: Just checking the community channel; there is no active incident. by the river. Please advise.,LOW,societal,0,0,0,0,0,v2_societal_societal_low_check,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_low_check; label reflects contextual rescue urgency.,en,test
rpv2-00236,Caller says: A vehicle is surrounded by water and responders should help move the occupants safely. near the market. Please advise.,HIGH,flood,0,0,0,0,4,v2_flood_flood_high_vehicle,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_high_vehicle; label reflects contextual rescue urgency.,en,test
rpv2-00155,"Please help, Shaking damaged the power connection and neighbors need local assistance. by the river.",MEDIUM,earthquake,0,0,0,0,10,v2_earthquake_earthquake_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_power; label reflects contextual rescue urgency.,en,train
rpv2-00926,Need assistance — Can someone help? a small fire damaged an empty shed and is being contained. near the school. We need the appropriate response.,MEDIUM,wildfire,0,0,1,0,2,v2_wildfire_wildfire_medium_shed,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_medium_shed; label reflects contextual rescue urgency.,en,train
rpv2-00154,SOS: Shaking damaged the power connection while neighbors need local assistance. at the apartment block.,MEDIUM,earthquake,0,0,0,0,10,v2_earthquake_earthquake_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_power; label reflects contextual rescue urgency.,en,train
rpv2-00347,"Please help, Wind damaged part of a roof; everyone is safe but the family is asking for assistance. at the apartment block. This is the current update.",MEDIUM,hurricane,0,0,0,0,4,v2_hurricane_hurricane_medium_roof,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_medium_roof; label reflects contextual rescue urgency.,en,train
rpv2-00355,"Please help, Several residents need water after the storm, with no immediate danger reported. near the market.",MEDIUM,hurricane,0,0,0,0,20,v2_hurricane_hurricane_medium_supplies,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_medium_supplies; label reflects contextual rescue urgency.,en,train
rpv2-00744,"Report from resident: Third-party report: Debris blocks the road after the tornado, but nobody is injured or trapped. near the market.",MEDIUM,tornado,0,0,0,0,4,v2_tornado_tornado_medium_debris,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_debris; label reflects contextual rescue urgency.,en,validation
rpv2-00028,Caller says: An outbreak is affecting many residents and urgent public-health support is needed. near the market. We need the appropriate response.,HIGH,biological,0,0,0,1,50,v2_biological_biological_high_outbreak,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_outbreak; label reflects contextual rescue urgency.,en,train
rpv2-00579,"Please help, People are trapped inside the damaged facility and need immediate rescue. at the apartment block. We need the appropriate response.",CRITICAL,societal,0,1,0,0,9,v2_societal_societal_critical_trapped,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_critical_trapped; label reflects contextual rescue urgency.,en,train
rpv2-00670,Need assistance — Can someone help? just checking the community channel; there is no active incident. on the east side.,LOW,societal,0,0,0,0,0,v2_societal_societal_low_check,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_low_check; label reflects contextual rescue urgency.,en,test
rpv2-00544,Report from resident: Third-party report: Moderate damage affects the area and residents need a welfare check. at the apartment block. Please advise.,MEDIUM,other,0,0,0,0,15,v2_other_other_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_damage; label reflects contextual rescue urgency.,en,train
rpv2-00715,"Please help, Several people have serious injuries after the tornado but are conscious. near the market. This is the current update.",HIGH,tornado,1,0,0,1,6,v2_tornado_tornado_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_high_injury; label reflects contextual rescue urgency.,en,test
rpv2-00909,Update: A serious injury occurred while people evacuated the wildfire area. Please send someone. near the market. Please advise.,HIGH,wildfire,1,0,0,1,3,v2_wildfire_wildfire_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00272,"Report from resident: Third-party report: News about flooding is circulating, but our street is dry and nobody needs help. along the main road. No further details yet.",LOW,flood,0,0,0,0,0,v2_flood_flood_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00754,"SOS: I am reporting tornado news from another town, not an emergency at this location. on the east side. Please advise.",LOW,tornado,0,0,0,0,0,v2_tornado_tornado_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_low_news; label reflects contextual rescue urgency.,en,validation
rpv2-00499,"Please help, A person is severely bleeding and is asking for emergency rescue now. on the east side. Please advise.",CRITICAL,other,1,0,0,1,1,v2_other_other_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family other_critical_bleeding; label reflects contextual rescue urgency.,en,train
rpv2-00630,Need assistance — Can someone help? a local disturbance damaged storefronts and businesses need basic assistance. at the apartment block. Please advise.,MEDIUM,societal,0,0,0,0,8,v2_societal_societal_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_damage; label reflects contextual rescue urgency.,en,train
rpv2-00628,Caller says: A local disturbance damaged storefronts and businesses need basic assistance. near the school. This is the current update.,MEDIUM,societal,0,0,0,0,8,v2_societal_societal_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_damage; label reflects contextual rescue urgency.,en,train
rpv2-00660,Caller says: The public event ended peacefully and no assistance is needed. at the apartment block. We need the appropriate response.,LOW,societal,0,0,0,0,100,v2_societal_societal_low_event,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_low_event; label reflects contextual rescue urgency.,en,test
rpv2-00924,Caller says: A small fire damaged an empty shed and is being contained. by the river. No further details yet.,MEDIUM,wildfire,0,0,1,0,2,v2_wildfire_wildfire_medium_shed,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_medium_shed; label reflects contextual rescue urgency.,en,train
rpv2-00541,Update: Moderate damage affects the area and residents need a welfare check. Please send someone. along the main road. Please advise.,MEDIUM,other,0,0,0,0,15,v2_other_other_medium_damage,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_damage; label reflects contextual rescue urgency.,en,train
rpv2-00042,SOS: Several people are seriously ill but conscious while need urgent medical transport. by the river. No further details yet.,HIGH,biological,1,0,0,1,6,v2_biological_biological_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00031,Field note: An outbreak is affecting many residents and urgent public-health support is needed. pls. near the school. This is the current update.,HIGH,biological,0,0,0,1,50,v2_biological_biological_high_outbreak,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_outbreak; label reflects contextual rescue urgency.,en,train
rpv2-00150,Need assistance — Can someone help? the earthquake left cracks in one room; residents are safe but need an inspection. on the east side. This is the current update.,MEDIUM,earthquake,0,0,0,0,3,v2_earthquake_earthquake_medium_cracks,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_cracks; label reflects contextual rescue urgency.,en,train
rpv2-00824,Report from resident: Third-party report: A minor crash blocks one lane; everyone is conscious and basic assistance is needed. along the main road. No further details yet.,MEDIUM,transportation,0,0,0,0,2,v2_transportation_transport_medium_lane,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_medium_lane; label reflects contextual rescue urgency.,en,train
rpv2-00077,Update: This is a health news update; no one here is ill or requesting help. Please send someone. on the east side.,LOW,biological,0,0,0,0,0,v2_biological_biological_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_low_news; label reflects contextual rescue urgency.,en,validation
rpv2-00510,Need assistance — Can someone help? a dangerous situation requires evacuation and urgent support for residents. at the apartment block. This is the current update.,HIGH,other,0,0,0,0,20,v2_other_other_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family other_high_evacuation; label reflects contextual rescue urgency.,en,train
rpv2-00405,Update: A worker is unconscious in the hazardous area and responders cannot reach them. Please send someone. near the market.,CRITICAL,industrial,1,0,0,1,1,v2_industrial_industrial_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00384,"Report from resident: Third-party report: This is a hurricane news update, not a request for rescue. near the market. No further details yet.",LOW,hurricane,0,0,0,0,0,v2_hurricane_hurricane_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00529,"A local disruption needs basic assistance, but there is no immediate threat. at the apartment block.",MEDIUM,other,0,0,0,0,4,v2_other_other_medium_help,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_help; label reflects contextual rescue urgency.,en,train
rpv2-00708,Caller says: A damaged building is unsafe after the tornado and residents must evacuate. on the east side. We need the appropriate response.,HIGH,tornado,0,0,0,0,14,v2_tornado_tornado_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_high_evacuation; label reflects contextual rescue urgency.,en,train
rpv2-00646,Need assistance — Can someone help? one person has a minor injury after the disturbance and needs assistance. at the apartment block. This is the current update.,MEDIUM,societal,1,0,0,1,1,v2_societal_societal_medium_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_injury; label reflects contextual rescue urgency.,en,train
rpv2-00043,"Please help, Several people are seriously ill but conscious and need urgent medical transport. at the apartment block. We need the appropriate response.",HIGH,biological,1,0,0,1,6,v2_biological_biological_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00325,Update: Strong winds damaged the shelter; residents are outside and need urgent relocation. Please send someone. near the school. Please advise.,HIGH,hurricane,0,0,0,0,25,v2_hurricane_hurricane_high_wind,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_high_wind; label reflects contextual rescue urgency.,en,train
rpv2-00002,SOS: Several people are unconscious during the severe outbreak while need emergency care. along the main road. No further details yet.,CRITICAL,biological,1,0,0,1,7,v2_biological_biological_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00111,Field note: An unconscious person is inside thee damaged structure and responders cannot reach them. along the main road. We need the appropriate response.,CRITICAL,earthquake,1,0,0,1,1,v2_earthquake_earthquake_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_critical_unconscious; label reflects contextual rescue urgency.,en,validation
rpv2-00737,"Debris blocks the road after the tornado, but nobody is injured or trapped. near the market. No further details yet.",MEDIUM,tornado,0,0,0,0,4,v2_tornado_tornado_medium_debris,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_debris; label reflects contextual rescue urgency.,en,validation
rpv2-00460,Caller says: The fire drill at the plant is finished and everyone is safe. on the east side. We need the appropriate response.,LOW,industrial,0,0,1,0,40,v2_industrial_industrial_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00661,Update: The public event ended peacefully and no assistance is needed. Please send someone. by the river. No further details yet.,LOW,societal,0,0,0,0,100,v2_societal_societal_low_event,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_low_event; label reflects contextual rescue urgency.,en,test
rpv2-00733,Update: Several streets lost power after the tornado; residents need local support. Please send someone. by the river. We need the appropriate response.,MEDIUM,tornado,0,0,0,0,30,v2_tornado_tornado_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_power; label reflects contextual rescue urgency.,en,validation
rpv2-00683,"Please help, An unconscious person is in the damaged shelter after the tornado. near the school. This is the current update.",CRITICAL,tornado,1,0,0,1,1,v2_tornado_tornado_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00263,"Field note: Water is affecting several homes and people need supplies, but everyone is safe. pls. by the river. We need the appropriate response.",MEDIUM,flood,0,0,0,0,8,v2_flood_flood_medium_supplies,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_medium_supplies; label reflects contextual rescue urgency.,en,test
rpv2-00780,Caller says: A passenger is bleeding severely after the collision and is losing consciousness. near the market. Please advise.,CRITICAL,transportation,1,0,0,1,1,v2_transportation_transport_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00298,SOS: A resident is bleeding badly after debris struck them; immediate medical help is needed. along the main road. Please advise.,CRITICAL,hurricane,1,0,0,1,1,v2_hurricane_hurricane_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_critical_bleeding; label reflects contextual rescue urgency.,en,train
rpv2-00022,Need assistance — Can someone help? multiple patients are collapsing and responders need to act immediately. near the school.,CRITICAL,biological,1,0,0,1,12,v2_biological_biological_critical_multiple,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_critical_multiple; label reflects contextual rescue urgency.,en,train
rpv2-00859,"Please help, The station evacuation drill is complete and everyone is safe. by the river. This is the current update.",LOW,transportation,0,0,0,0,30,v2_transportation_transport_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00569,"The situation sounds serious in the news, but everyone at this location is safe. near the market. No further details yet.",LOW,other,0,0,0,0,2,v2_other_other_low_safe,controlled_synthetic_v2,V2 mixed-disaster scenario family other_low_safe; label reflects contextual rescue urgency.,en,train
rpv2-00493,Update: An unconscious person needs immediate medical help at the scene. Please send someone. along the main road. We need the appropriate response.,CRITICAL,other,1,0,0,1,1,v2_other_other_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family other_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00360,"Report from resident: Third-party report: Several residents need water after the storm, with no immediate danger reported. at the apartment block. No further details yet.",MEDIUM,hurricane,0,0,0,0,20,v2_hurricane_hurricane_medium_supplies,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_medium_supplies; label reflects contextual rescue urgency.,en,train
rpv2-00603,"Please help, A dangerous disturbance requires residents to evacuate the public facility. near the market. We need the appropriate response.",HIGH,societal,0,0,0,0,40,v2_societal_societal_high_evacuation,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_high_evacuation; label reflects contextual rescue urgency.,en,train
rpv2-00781,Update: A passenger is bleeding severely after the collision and is losing consciousness. Please send someone. on the east side. This is the current update.,CRITICAL,transportation,1,0,0,1,1,v2_transportation_transport_critical_bleeding,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_critical_bleeding; label reflects contextual rescue urgency.,en,test
rpv2-00186,SOS: The earthquake preparedness drill is complete; this is not an emergency. along the main road. Please advise.,LOW,earthquake,0,0,0,0,0,v2_earthquake_earthquake_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00189,Update: The earthquake preparedness drill is complete; this is not an emergency. Please send someone. on the east side. We need the appropriate response.,LOW,earthquake,0,0,0,0,0,v2_earthquake_earthquake_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00200,Report from resident: Third-party report: Several people are trapped by rapidly rising floodwater and cannot get out. at the apartment block. This is the current update.,CRITICAL,flood,0,1,0,0,6,v2_flood_flood_critical_trapped,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_critical_trapped; label reflects contextual rescue urgency.,en,test
rpv2-00383,"Field note: This is a hurricane news update, not a request for rescue. pls. near the school. This is the current update.",LOW,hurricane,0,0,0,0,0,v2_hurricane_hurricane_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00164,"Caller says: A wall is partly damaged and the family needs temporary support, not rescue. at the apartment block. No further details yet.",MEDIUM,earthquake,0,0,0,0,4,v2_earthquake_earthquake_medium_wall,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_medium_wall; label reflects contextual rescue urgency.,en,test
rpv2-00960,Report from resident: Third-party report: The wildfire evacuation drill ended normally and no one needs help. by the river. This is the current update.,LOW,wildfire,0,0,0,0,12,v2_wildfire_wildfire_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00485,Update: Several people are trapped and cannot escape; immediate rescue is required. Please send someone. near the market. We need the appropriate response.,CRITICAL,other,0,1,0,0,6,v2_other_other_critical_trapped,controlled_synthetic_v2,V2 mixed-disaster scenario family other_critical_trapped; label reflects contextual rescue urgency.,en,train
rpv2-00687,Field note: An unconscious person is in thee damaged shelter after the tornado. at the apartment block. This is the current update.,CRITICAL,tornado,1,0,0,1,1,v2_tornado_tornado_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00135,Field note: Several homes are unsafe after thee quake; residents need urgent shelter. by the river. No further details yet.,HIGH,earthquake,0,0,0,0,22,v2_earthquake_earthquake_high_shelter,controlled_synthetic_v2,V2 mixed-disaster scenario family earthquake_high_shelter; label reflects contextual rescue urgency.,en,train
rpv2-00032,Report from resident: Third-party report: An outbreak is affecting many residents and urgent public-health support is needed. near the market. Please advise.,HIGH,biological,0,0,0,1,50,v2_biological_biological_high_outbreak,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_outbreak; label reflects contextual rescue urgency.,en,train
rpv2-00934,"Need assistance — Can someone help? smoke closed a local road, but residents are safe and need transport advice. near the market.",MEDIUM,wildfire,0,0,0,0,8,v2_wildfire_wildfire_medium_route,controlled_synthetic_v2,V2 mixed-disaster scenario family wildfire_medium_route; label reflects contextual rescue urgency.,en,train
rpv2-00247,"Field note: Floodwater entered thee yard and we need basic assistance, but nobody is trapped. on the east side. We need the appropriate response.",MEDIUM,flood,0,0,0,0,2,v2_flood_flood_medium_home,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_medium_home; label reflects contextual rescue urgency.,en,train
rpv2-00353,"Several residents need water after the storm, with no immediate danger reported. at the apartment block. This is the current update.",MEDIUM,hurricane,0,0,0,0,20,v2_hurricane_hurricane_medium_supplies,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_medium_supplies; label reflects contextual rescue urgency.,en,train
rpv2-00062,Need assistance — Can someone help? a local clinic needs basic supplies for patients with stable illness. along the main road. No further details yet.,MEDIUM,biological,0,0,0,1,20,v2_biological_biological_medium_clinic,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_medium_clinic; label reflects contextual rescue urgency.,en,train
rpv2-00728,Report from resident: Third-party report: The tornado damaged a roof and the household needs repair assistance. near the market. This is the current update.,MEDIUM,tornado,0,0,0,0,3,v2_tornado_tornado_medium_roof,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_roof; label reflects contextual rescue urgency.,en,train
rpv2-00340,Caller says: The hurricane caused a local power outage and residents need basic support. near the school.,MEDIUM,hurricane,0,0,0,0,15,v2_hurricane_hurricane_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_medium_power; label reflects contextual rescue urgency.,en,train
rpv2-00457,The fire drill at the plant is finished and everyone is safe. by the river. This is the current update.,LOW,industrial,0,0,1,0,40,v2_industrial_industrial_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00394,SOS: Multiple workers are severely burned after the explosion while need emergency care. near the market. We need the appropriate response.,CRITICAL,industrial,1,0,1,1,8,v2_industrial_industrial_critical_burns,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_critical_burns; label reflects contextual rescue urgency.,en,train
rpv2-00655,Field note: This is a report about unrest elsewhere; our area is calm and safe. pls. by the river. No further details yet.,LOW,societal,0,0,0,0,0,v2_societal_societal_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_low_news; label reflects contextual rescue urgency.,en,test
rpv2-00364,"Caller says: The hurricane forecast is being discussed, but our area is unaffected and safe. on the east side. We need the appropriate response.",LOW,hurricane,0,0,0,0,0,v2_hurricane_hurricane_low_forecast,controlled_synthetic_v2,V2 mixed-disaster scenario family hurricane_low_forecast; label reflects contextual rescue urgency.,en,train
rpv2-00047,Field note: Several people are seriously ill but conscious and need urgent medical transport. pls. on the east side. No further details yet.,HIGH,biological,1,0,0,1,6,v2_biological_biological_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family biological_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00825,A bus breakdown has stranded passengers who need local support. near the school. We need the appropriate response.,MEDIUM,transportation,0,0,0,0,16,v2_transportation_transport_medium_delay,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_medium_delay; label reflects contextual rescue urgency.,en,train
rpv2-00215,Field note: Floodwater swept through thee building; injured residents need immediate rescue. by the river.,CRITICAL,flood,1,0,0,1,7,v2_flood_flood_critical_injured,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_critical_injured; label reflects contextual rescue urgency.,en,train
rpv2-00767,Field note: This is a tornado shelter drill and all participants are accounted for. pls. near the school. This is the current update.,LOW,tornado,0,0,0,0,20,v2_tornado_tornado_low_drill,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_low_drill; label reflects contextual rescue urgency.,en,train
rpv2-00643,"Please help, One person has a minor injury after the disturbance and is asking for assistance. along the main road. This is the current update.",MEDIUM,societal,1,0,0,1,1,v2_societal_societal_medium_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_injury; label reflects contextual rescue urgency.,en,train
rpv2-00855,"Field note: This is transportation news, not an accident requiring responders. pls. near the school. This is the current update.",LOW,transportation,0,0,0,0,0,v2_transportation_transport_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family transport_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00735,Field note: Several streets lost power after thee tornado; residents need local support. near the market.,MEDIUM,tornado,0,0,0,0,30,v2_tornado_tornado_medium_power,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_power; label reflects contextual rescue urgency.,en,validation
rpv2-00536,"Report from resident: Third-party report: A local disruption needs basic assistance, but there is no immediate threat. near the market. We need the appropriate response.",MEDIUM,other,0,0,0,0,4,v2_other_other_medium_help,controlled_synthetic_v2,V2 mixed-disaster scenario family other_medium_help; label reflects contextual rescue urgency.,en,train
rpv2-00525,Update: A serious injury requires urgent response; the person is conscious and stable. Please send someone. by the river. No further details yet.,HIGH,other,1,0,0,1,1,v2_other_other_high_injury,controlled_synthetic_v2,V2 mixed-disaster scenario family other_high_injury; label reflects contextual rescue urgency.,en,train
rpv2-00401,A worker is unconscious in the hazardous area and responders cannot reach them. by the river. This is the current update.,CRITICAL,industrial,1,0,0,1,1,v2_industrial_industrial_critical_unconscious,controlled_synthetic_v2,V2 mixed-disaster scenario family industrial_critical_unconscious; label reflects contextual rescue urgency.,en,train
rpv2-00260,"Caller says: Water is affecting several homes and residents need supplies, but everyone is safe. by the river. Please advise.",MEDIUM,flood,0,0,0,0,8,v2_flood_flood_medium_supplies,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_medium_supplies; label reflects contextual rescue urgency.,en,test
rpv2-00265,"News about flooding is circulating, but our street is dry and nobody needs help. on the east side. This is the current update.",LOW,flood,0,0,0,0,0,v2_flood_flood_low_news,controlled_synthetic_v2,V2 mixed-disaster scenario family flood_low_news; label reflects contextual rescue urgency.,en,train
rpv2-00723,"Please help, The tornado damaged a roof and the household is asking for repair assistance. along the main road. No further details yet.",MEDIUM,tornado,0,0,0,0,3,v2_tornado_tornado_medium_roof,controlled_synthetic_v2,V2 mixed-disaster scenario family tornado_medium_roof; label reflects contextual rescue urgency.,en,train
rpv2-00640,Report from resident: Third-party report: A crowd has closed the route and residents need information and support. near the school. We need the appropriate response.,MEDIUM,societal,0,0,0,0,30,v2_societal_societal_medium_route,controlled_synthetic_v2,V2 mixed-disaster scenario family societal_medium_route; label reflects contextual rescue urgency.,en,test
