example_id,message,normalized_message,language,injured,trapped,fire,medical_emergency,people_affected,urgency,detailed_annotation_label,operational_outcome,temporal_status,perspective,evidence_spans,ambiguity_reason,provenance,author_id,event_id,scenario_id,source_id,collection_session_id,paraphrase_group_id,template_family_id,annotator_id,second_reviewer_id,adjudication_status,review_reason,split,minimal_pair_id,minimal_pair_role,minimal_pair_changed_fact,missing_information_flags
RV3_00317,The local channel says the local channel reports a fire downtown at by the river. It was while the tide came in in the north side; the radio is intermittent.,the local channel says the local channel reports a fire downtown at by the river. it was while the tide came in in the north side; the radio is intermittent.,en,0,0,0,0,4,2,NEWS_OR_THIRD_PARTY_REPORT,NOT_RELEVANT,current,news_report,"[""the local channel reports a fire downtown""]",,synthetic_proposed,author_026,event_00079,scenario_00317,synthetic_source_a,session_27,group_00317,family_utility_11,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00318,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the north side; the radio is intermittent. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the north side; the radio is intermittent. please advise when you can.",en,1,0,0,1,2,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_027,event_00079,scenario_00318,synthetic_source_a,session_28,group_00318,family_medical_12,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00319,pls note that a person is trapped inside and smoke is filling the room at near the station. It was after the warning in the north side; the map is outdated. We need responders.,pls note that a person is trapped inside and smoke is filling the room at near the station. it was after the warning in the north side; the map is outdated. we need responders.,en,0,1,1,0,9,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""a person is trapped inside and smoke is filling the room""]",,synthetic_proposed,author_028,event_00079,scenario_00319,synthetic_source_a,session_00,group_00319,family_missing_13,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00320,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was before dawn in the north side; the bridge is being checked.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was before dawn in the north side; the bridge is being checked.,en,0,0,1,1,16,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,first_person,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_029,event_00080,scenario_00320,synthetic_source_a,session_01,group_00320,family_medical_14,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00321,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the north side; the bridge is being checked. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the north side; the bridge is being checked. can anyone check this?,en,0,0,0,0,12,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_030,event_00080,scenario_00321,synthetic_source_a,session_02,group_00321,family_storm_15,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00322,Can someone respond to by the river? We have water is rising and we cannot get out of the upper floor. It was around noon in the north side; the bridge is being checked. I do not know what to do.,can someone respond to by the river? we have water is rising and we cannot get out of the upper floor. it was around noon in the north side; the bridge is being checked. i do not know what to do.,en,0,1,0,0,16,5,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising and we cannot get out of the upper floor""]",,synthetic_proposed,author_031,event_00080,scenario_00322,synthetic_source_a,session_03,group_00322,family_road_16,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00323,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the north side; the bridge is being checked. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the north side; the bridge is being checked. no one here can handle it alone.,en,0,0,0,0,16,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_032,event_00080,scenario_00323,synthetic_source_a,session_04,group_00323,family_missing_00,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00324,We are calling about outside the clinic; someone is down near the old bridge. It was near sunset in the north side; the bridge is being checked. Please send assistnce.,we are calling about outside the clinic; someone is down near the old bridge. it was near sunset in the north side; the bridge is being checked. please send assistnce.,en,0,0,0,0,6,3,AMBIGUOUS_REVIEW,REVIEW,current,household,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_033,event_00081,scenario_00324,synthetic_source_a,session_05,group_00324,family_crowd_01,,,unreviewed,synthetic data; not human verified,train,,,,"[""condition"", ""time""]"
RV3_00325,"At in our neighborhood, the message is simple: we need a ride out. It was this evening in the north side; the bridge is being checked. We need responders.","at in our neighborhood, the message is simple: we need a ride out. it was this evening in the north side; the bridge is being checked. we need responders.",en,0,0,0,0,12,5,AMBIGUOUS_REVIEW,REVIEW,current,third_party_local,"[""we need a ride out""]",location; hazard; time,synthetic_proposed,author_034,event_00081,scenario_00325,synthetic_source_a,session_06,group_00325,family_utility_02,,,unreviewed,synthetic data; not human verified,train,,,,"[""location"", ""hazard"", ""time""]"
RV3_00326,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was after dark in the north side; the bridge is being checked.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was after dark in the north side; the bridge is being checked.,en,0,1,0,0,6,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,third_party_local,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_035,event_00081,scenario_00326,synthetic_source_a,session_07,group_00326,family_flood_03,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00327,This happened before at behind the school: the storm last month damaged the roof. It was overnight in the north side; the bridge is being checked.,this happened before at behind the school: the storm last month damaged the roof. it was overnight in the north side; the bridge is being checked.,en,0,0,1,0,12,2,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,historical,first_person,"[""the storm last month damaged the roof""]",,synthetic_proposed,author_036,event_00081,scenario_00327,synthetic_source_a,session_08,group_00327,family_fire_04,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00328,The local channel says the local channel reports a fire downtown at by the river. It was at shift change in the north side; the bridge is being checked.,the local channel says the local channel reports a fire downtown at by the river. it was at shift change in the north side; the bridge is being checked.,en,0,0,0,0,12,2,NEWS_OR_THIRD_PARTY_REPORT,NOT_RELEVANT,current,news_report,"[""the local channel reports a fire downtown""]",,synthetic_proposed,author_037,event_00082,scenario_00328,synthetic_source_a,session_09,group_00328,family_collapse_05,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00329,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the north side; the bridge is being checked. pls send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the north side; the bridge is being checked. pls send assistance.,en,0,1,0,0,2,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_038,event_00082,scenario_00329,synthetic_source_a,session_10,group_00329,family_storm_06,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00330,Can someone respond to in our neighborhood? We have one person has severe bleeding and is becoming weak. It was during school hours in the north side; the bridge is being checked. I do not know what to do.,can someone respond to in our neighborhood? we have one person has severe bleeding and is becoming weak. it was during school hours in the north side; the bridge is being checked. i do not know what to do.,en,1,0,0,1,4,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""one person has severe bleeding and is becoming weak""]",,synthetic_proposed,author_039,event_00082,scenario_00330,synthetic_source_a,session_11,group_00330,family_missing_07,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_00331,The situation at behind the school is smoke is near several homes but residents have a clear way out. It was after the power returned in the north side; the bridge is being checked. No one here can handle it alone.,the situation at behind the school is smoke is near several homes but residents have a clear way out. it was after the power returned in the north side; the bridge is being checked. no one here can handle it alone.,en,0,0,1,0,12,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_040,event_00082,scenario_00331,synthetic_source_a,session_12,group_00331,family_utility_08,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_00332,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the north side; the bridge is being checked. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the north side; the bridge is being checked. please send assistance.,en,0,0,0,0,10,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_041,event_00083,scenario_00332,synthetic_source_a,session_13,group_00332,family_flood_09,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00333,"At by the river, the message is simple: water is rising and we cannot get out of the upper floor. It was while the tide came in in the north side; the bridge is being checked. We need responders.","at by the river, the message is simple: water is rising and we cannot get out of the upper floor. it was while the tide came in in the north side; the bridge is being checked. we need responders.",en,0,1,1,0,5,5,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""water is rising and we cannot get out of the upper floor""]",,synthetic_proposed,author_042,event_00083,scenario_00333,synthetic_source_a,session_14,group_00333,family_fire_10,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00334,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the north side; the bridge is being checked. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the north side; the bridge is being checked. i do not know what to do.,en,0,0,0,0,15,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_043,event_00083,scenario_00334,synthetic_source_a,session_15,group_00334,family_collapse_11,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00335,"Please record this location, outside the clinic, and this fact: someone is down near the old bridge. It was during the road closure in the north side; the bridge is being checked. Please advise when you can.","please record this location, outside the clinic, and this fact: someone is down near the old bridge. it was during the road closure in the north side; the bridge is being checked. please advise when you can.",en,0,0,0,0,17,2,AMBIGUOUS_REVIEW,REVIEW,current,third_party_local,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_044,event_00083,scenario_00335,synthetic_source_a,session_16,group_00335,family_storm_12,,,unreviewed,synthetic data; not human verified,train,,,,"[""condition"", ""time""]"
RV3_00336,"Our group is at in our neighborhood, where we need a ride out. It was while we waited in the north side; the bridge is being checked. No one here can handle it alone.","our group is at in our neighborhood, where we need a ride out. it was while we waited in the north side; the bridge is being checked. no one here can handle it alone.",en,0,0,0,0,7,1,AMBIGUOUS_REVIEW,REVIEW,current,household,"[""we need a ride out""]",location; hazard; time,synthetic_proposed,author_045,event_00084,scenario_00336,synthetic_source_a,session_17,group_00336,family_road_13,,,unreviewed,synthetic data; not human verified,test,,,,"[""location"", ""hazard"", ""time""]"
RV3_00337,Update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. It was before dawn in the north side; the message is being relayed.,update from near the bridge: the incident ended and everyone is safe; no assistance is needed now. it was before dawn in the north side; the message is being relayed.,en,0,1,0,0,10,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,first_person,"[""the incident ended and everyone is safe""]",,synthetic_proposed,author_046,event_00084,scenario_00337,synthetic_source_a,session_18,group_00337,family_water_14,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00338,This happened before at behind the school: the storm last month damaged the roof. It was early this morning in the north side; the message is being relayed.,this happened before at behind the school: the storm last month damaged the roof. it was early this morning in the north side; the message is being relayed.,en,0,0,0,0,13,2,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,historical,household,"[""the storm last month damaged the roof""]",,synthetic_proposed,author_047,event_00084,scenario_00338,synthetic_source_a,session_19,group_00338,family_missing_15,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_00339,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was during the morning in the north side; the message is being relayed.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was during the morning in the north side; the message is being relayed.",en,0,1,0,0,2,2,DRILL_HYPOTHETICAL_OR_FICTIONAL,NOT_RELEVANT,future,first_person,"[""the exercise asks us to imagine a rescue""]",,synthetic_proposed,author_048,event_00084,scenario_00339,synthetic_source_a,session_20,group_00339,family_crowd_16,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00340,The local channel says the local channel reports a fire downtown at by the river. It was around noon in the north side; the message is being relayed.,the local channel says the local channel reports a fire downtown at by the river. it was around noon in the north side; the message is being relayed.,en,0,0,0,0,9,2,NEWS_OR_THIRD_PARTY_REPORT,NOT_RELEVANT,current,news_report,"[""the local channel reports a fire downtown""]",,synthetic_proposed,author_049,event_00085,scenario_00340,synthetic_source_a,session_21,group_00340,family_utility_00,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00341,"From at the apartment block, I can report: a person is trapped but trained responders are already reaching them. It was after lunch in the north side; the message is being relayed. Please advise when you can.","from at the apartment block, i can report: a person is trapped but trained responders are already reaching them. it was after lunch in the north side; the message is being relayed. please advise when you can.",en,0,1,0,0,13,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_050,event_00085,scenario_00341,synthetic_source_a,session_22,group_00341,family_flood_01,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00342,We are calling about outside the clinic; one person has a small injury and can walk. It was near sunset in the north side; the message is being relayed. Please send assistance.,we are calling about outside the clinic; one person has a small injury and can walk. it was near sunset in the north side; the message is being relayed. please send assistance.,en,1,0,0,1,8,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_051,event_00085,scenario_00342,synthetic_source_a,session_23,group_00342,family_medical_02,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00343,Update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. It was after dark in the north side; the message is being relayed.,update from near the bridge: the fire was contained and no one needs help; no assistance is needed now. it was after dark in the north side; the message is being relayed.,en,0,0,1,0,5,1,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,resolved,third_party_local,"[""the fire was contained and no one needs help""]",,synthetic_proposed,author_052,event_00085,scenario_00343,synthetic_source_a,session_24,group_00343,family_storm_03,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00344,"Please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. It was during the first watch in the north side; the message is being relayed. Please advise when you can.","please record this location, on the east road, and this fact: water is rising around homes and people can still reach the road. it was during the first watch in the north side; the message is being relayed. please advise when you can.",en,0,0,0,0,13,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_053,event_00086,scenario_00344,synthetic_source_a,session_25,group_00344,family_water_04,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00345,Our update from outside the clinic is that someone is down near the old bridge. It was while traffic was light in the north side; the message is being relayed. Can anyone check this?,our update from outside the clinic is that someone is down near the old bridge. it was while traffic was light in the north side; the message is being relayed. can anyone check this?,en,0,0,0,0,17,3,AMBIGUOUS_REVIEW,REVIEW,current,first_person,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_054,event_00086,scenario_00345,synthetic_source_a,session_26,group_00345,family_flood_05,,,unreviewed,synthetic data; not human verified,train,,,,"[""condition"", ""time""]"
RV3_00346,Can someone respond to in our neighborhood? We have we need a ride out. It was during school hours in the north side; the message is being relayed. I do not know what to do.,can someone respond to in our neighborhood? we have we need a ride out. it was during school hours in the north side; the message is being relayed. i do not know what to do.,en,0,0,1,0,2,1,AMBIGUOUS_REVIEW,REVIEW,current,household,"[""we need a ride out""]",location; hazard; time,synthetic_proposed,author_055,event_00086,scenario_00346,synthetic_source_a,session_27,group_00346,family_fire_06,,,unreviewed,synthetic data; not human verified,train,,,,"[""location"", ""hazard"", ""time""]"
RV3_00347,This happened before at behind the school: the storm last month damaged the roof. It was after the power returned in the north side; the message is being relayed.,this happened before at behind the school: the storm last month damaged the roof. it was after the power returned in the north side; the message is being relayed.,en,0,0,0,0,14,2,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,historical,first_person,"[""the storm last month damaged the roof""]",,synthetic_proposed,author_056,event_00086,scenario_00347,synthetic_source_a,session_28,group_00347,family_collapse_07,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_00348,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was as the wind increased in the north side; the message is being relayed.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was as the wind increased in the north side; the message is being relayed.",en,0,1,0,0,10,2,DRILL_HYPOTHETICAL_OR_FICTIONAL,NOT_RELEVANT,future,household,"[""the exercise asks us to imagine a rescue""]",,synthetic_proposed,author_057,event_00087,scenario_00348,synthetic_source_a,session_00,group_00348,family_storm_08,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00349,The local channel says the local channel reports a fire downtown at by the river. It was while the tide came in in the north side; the message is being relayed.,the local channel says the local channel reports a fire downtown at by the river. it was while the tide came in in the north side; the message is being relayed.,en,0,0,0,0,10,2,NEWS_OR_THIRD_PARTY_REPORT,NOT_RELEVANT,current,news_report,"[""the local channel reports a fire downtown""]",,synthetic_proposed,author_058,event_00087,scenario_00349,synthetic_source_a,session_01,group_00349,family_road_09,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00350,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the north side; the message is being relayed. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the north side; the message is being relayed. can anyone check this?,en,0,1,0,0,11,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_059,event_00087,scenario_00350,synthetic_source_a,session_02,group_00350,family_water_10,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00351,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the north side; the message is being relayed. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the north side; the message is being relayed. please advise when you can.",en,1,0,0,0,8,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_060,event_00087,scenario_00351,synthetic_source_a,session_03,group_00351,family_crowd_11,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00352,Please note that smoke is near several homes but residents have a clear way out at behind the school. It was early this morning in the south side; the route remains open. We need responders.,please note that smoke is near several homes but residents have a clear way out at behind the school. it was early this morning in the south side; the route remains open. we need responders.,en,0,0,1,0,8,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_061,event_00088,scenario_00352,synthetic_source_a,session_04,group_00352,family_fire_12,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00353,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the south side; the route remains open. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the south side; the route remains open. can anyone check this?,en,0,0,0,1,8,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_062,event_00088,scenario_00353,synthetic_source_a,session_05,group_00353,family_medical_13,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00354,"From at the apartment block, I can report: the road is blocked by branches but nobody is hurt. It was after lunch in the south side; the route remains open. Please advise when you can.","from at the apartment block, i can report: the road is blocked by branches but nobody is hurt. it was after lunch in the south side; the route remains open. please advise when you can.",en,0,0,0,0,10,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""the road is blocked by branches but nobody is hurt""]",,synthetic_proposed,author_063,event_00088,scenario_00354,synthetic_source_a,session_06,group_00354,family_storm_14,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00355,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the south side; the route remains open. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the south side; the route remains open. no one here can handle it alone.,en,0,0,0,0,3,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_064,event_00088,scenario_00355,synthetic_source_a,session_07,group_00355,family_road_15,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00356,We are calling about outside the clinic; someone is down near the old bridge. It was near sunset in the south side; the route remains open. Please send assistance.,we are calling about outside the clinic; someone is down near the old bridge. it was near sunset in the south side; the route remains open. please send assistance.,en,0,0,0,0,1,2,AMBIGUOUS_REVIEW,REVIEW,current,first_person,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_065,event_00089,scenario_00356,synthetic_source_a,session_08,group_00356,family_water_16,,,unreviewed,synthetic data; not human verified,train,,,,"[""condition"", ""time""]"
RV3_00357,"At in our neighborhood, the message is simple: we need a ride out. It was this evening in the south side; the route remains open. We need responders.","at in our neighborhood, the message is simple: we need a ride out. it was this evening in the south side; the route remains open. we need responders.",en,0,0,0,0,11,3,AMBIGUOUS_REVIEW,REVIEW,current,first_person,"[""we need a ride out""]",location; hazard; time,synthetic_proposed,author_066,event_00089,scenario_00357,synthetic_source_a,session_09,group_00357,family_missing_00,,,unreviewed,synthetic data; not human verified,train,,,,"[""location"", ""hazard"", ""time""]"
RV3_00358,This happened before at behind the school: the storm last month damaged the roof. It was overnight in the south side; the route remains open.,this happened before at behind the school: the storm last month damaged the roof. it was overnight in the south side; the route remains open.,en,0,0,0,0,2,2,HISTORICAL_RESOLVED_OR_NO_LONGER_ACTIVE,NOT_RELEVANT,historical,first_person,"[""the storm last month damaged the roof""]",,synthetic_proposed,author_067,event_00089,scenario_00358,synthetic_source_a,session_10,group_00358,family_utility_01,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00359,The local channel says the local channel reports a fire downtown at by the river. It was at shift change in the south side; the route remains open.,the local channel says the local channel reports a fire downtown at by the river. it was at shift change in the south side; the route remains open.,en,0,0,0,0,14,2,NEWS_OR_THIRD_PARTY_REPORT,NOT_RELEVANT,current,news_report,"[""the local channel reports a fire downtown""]",,synthetic_proposed,author_068,event_00089,scenario_00359,synthetic_source_a,session_11,group_00359,family_fire_02,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00360,I am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. It was before the rain in the south side; the route remains open. Please send assistance.,i am reporting this from at the apartment block: a person is trapped but trained responders are already reaching them. it was before the rain in the south side; the route remains open. please send assistance.,en,0,1,0,1,2,3,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,third_party_local,"[""a person is trapped but trained responders are already reaching them""]",,synthetic_proposed,author_069,event_00090,scenario_00360,synthetic_source_a,session_12,group_00360,family_medical_03,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00361,Please note that a person is trapped inside and smoke is filling the room at near the station. It was after the warning in the south side; the route remains open. We need responders.,please note that a person is trapped inside and smoke is filling the room at near the station. it was after the warning in the south side; the route remains open. we need responders.,en,0,1,1,0,5,5,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""a person is trapped inside and smoke is filling the room""]",,synthetic_proposed,author_070,event_00090,scenario_00361,synthetic_source_a,session_13,group_00361,family_collapse_04,,,unreviewed,synthetic data; not human verified,validation,,,,[]
RV3_00362,Our update from outside the clinic is that one person has a small injury and can walk. It was while traffic was light in the south side; the route remains open. Can anyone check this?,our update from outside the clinic is that one person has a small injury and can walk. it was while traffic was light in the south side; the route remains open. can anyone check this?,en,1,0,0,0,8,1,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""one person has a small injury and can walk""]",,synthetic_proposed,author_071,event_00090,scenario_00362,synthetic_source_a,session_14,group_00362,family_storm_05,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00363,Can someone respond to in our neighborhood? We have one person has severe bleeding and is becoming weak. It was during school hours in the south side; the route remains open. I do not know what to do.,can someone respond to in our neighborhood? we have one person has severe bleeding and is becoming weak. it was during school hours in the south side; the route remains open. i do not know what to do.,en,1,0,0,1,7,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""one person has severe bleeding and is becoming weak""]",,synthetic_proposed,author_072,event_00090,scenario_00363,synthetic_source_a,session_15,group_00363,family_road_06,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_00364,The situation at behind the school is smoke is near several homes but residents have a clear way out. It was after the power returned in the south side; the route remains open. No one here can handle it alone.,the situation at behind the school is smoke is near several homes but residents have a clear way out. it was after the power returned in the south side; the route remains open. no one here can handle it alone.,en,0,0,1,0,5,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""smoke is near several homes but residents have a clear way out""]",,synthetic_proposed,author_073,event_00091,scenario_00364,synthetic_source_a,session_16,group_00364,family_missing_07,,,unreviewed,synthetic data; not human verified,test,,,,[]
RV3_00365,We are calling about on the east road; water is rising around homes and people can still reach the road. It was as the wind increased in the south side; the route remains open. Please send assistance.,we are calling about on the east road; water is rising around homes and people can still reach the road. it was as the wind increased in the south side; the route remains open. please send assistance.,en,0,0,0,0,15,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""water is rising around homes and people can still reach the road""]",,synthetic_proposed,author_074,event_00091,scenario_00365,synthetic_source_a,session_17,group_00365,family_crowd_08,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00366,For responders near at the apartment block: the road is blocked by branches but nobody is hurt. It was before responders arrived in the south side; the route remains open. Can anyone check this?,for responders near at the apartment block: the road is blocked by branches but nobody is hurt. it was before responders arrived in the south side; the route remains open. can anyone check this?,en,0,0,0,0,10,2,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,first_person,"[""the road is blocked by branches but nobody is hurt""]",,synthetic_proposed,author_075,event_00091,scenario_00366,synthetic_source_a,session_18,group_00366,family_flood_09,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00367,A resident near near the station says the homes are unsafe and families need to leave before the storm worsens. It was after neighbors gathered in the south side; the route remains open. I do not know what to do.,a resident near near the station says the homes are unsafe and families need to leave before the storm worsens. it was after neighbors gathered in the south side; the route remains open. i do not know what to do.,en,0,0,1,0,17,4,ACTIONABLE_CURRENT_EMERGENCY,RELEVANT,current,household,"[""the homes are unsafe and families need to leave before the storm worsens""]",,synthetic_proposed,author_076,event_00091,scenario_00367,synthetic_source_a,session_19,group_00367,family_fire_10,,,unreviewed,synthetic data; not human verified,train,,,,[]
RV3_00368,"Please record this location, outside the clinic, and this fact: someone is down near the old bridge. It was during the road closure in the south side; the route remains open. Please advise when you can.","please record this location, outside the clinic, and this fact: someone is down near the old bridge. it was during the road closure in the south side; the route remains open. please advise when you can.",en,0,0,0,1,14,2,AMBIGUOUS_REVIEW,REVIEW,current,third_party_local,"[""someone is down near the old bridge""]",condition; time,synthetic_proposed,author_077,event_00092,scenario_00368,synthetic_source_a,session_20,group_00368,family_medical_11,,,unreviewed,synthetic data; not human verified,train,,,,"[""condition"", ""time""]"
