id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-01760,"Caller reports: Tornado report: Several households need urgent shelter after the incident, with no one trapped. in the north district. Please advise.",HIGH,tornado,0,0,0,0,24,1,shelter,v3_tornado_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,test
rpv3-03664,Caller reports: Other report: A fast-moving fire has people trapped inside and crews are needed without delay. at the apartment block. Please advise.,CRITICAL,other,0,1,1,0,6,1,fire,v3_other_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-00718,"Caller reports: At this location, earthquake report: The area is safe and no one needs assistance at this location. near the school. No other details are available.",LOW,earthquake,0,0,0,0,0,4,safe,v3_earthquake_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,test
rpv3-03508,Please help: Societal report: The area is safe and no one requires assistance at this location. by the river. Please advise.,LOW,societal,0,0,0,0,0,2,safe,v3_societal_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01917,Tornado report: The area is safe and no one needs assistance at this location. by the river. No other details are available.,LOW,tornado,0,0,0,0,0,2,safe,v3_tornado_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,test
rpv3-03789,"Resident says: At this location, other report: An active hazard threatens the neighborhood and an evacuation team should respond soon. along the main road. Send the appropriate team.",HIGH,other,0,0,1,0,12,2,hazard,v3_other_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,validation
rpv3-00171,Field update: Flood report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road. This is the latest update.,HIGH,flood,0,0,0,0,30,1,route,v3_flood_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-03433,"Please help: Societal report: Several people need water and supplies, but everyone is safe for now. in the north district. Send the appropriate team.",MEDIUM,societal,0,0,0,0,15,5,supplies,v3_societal_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-03188,Field update: Biological report: The forecast is being monitored from a safe place; no response is requested. in the north district. Send the appropriate team.,LOW,biological,0,0,0,0,0,2,forecast,v3_biological_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-03869,"Please help: At this location, other report: One person has a stable minor injury and can wait for non-urgent medical assistance. in the north district. This is the latest update.",MEDIUM,other,1,0,0,1,1,1,stable,v3_other_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-03299,Societal report: A child is missing in the disaster area and an urgent search and rescue is needed. near the market. This is the latest update.,CRITICAL,societal,0,0,0,0,1,5,missing,v3_societal_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-03427,"Resident says: Societal report: Several people need water and supplies, but everyone is safe for now. in the north district. Send the appropriate team.",MEDIUM,societal,0,0,0,0,15,4,supplies,v3_societal_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-00865,Caller reports: Hurricane report: A fast-moving fire has people trapped inside and crews are needed without delay. near the school. No other details are available.,CRITICAL,hurricane,0,1,1,0,6,5,fire,v3_hurricane_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-01487,Please help: Wildfire report: A local outage is affecting residents who need routine community support. near the school. This is the latest update.,MEDIUM,wildfire,0,0,0,0,20,3,power,v3_wildfire_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-00038,"Caller reports: At this location, flood report: A person is unconscious with severe injuries and needs emergency medical help now. near the market. This is the latest update.",CRITICAL,flood,1,0,0,1,1,2,medical,v3_flood_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,test
rpv3-03850,Other report: Debris is blocking a local road and a maintenance response is needed. at the apartment block. No other details are available.,MEDIUM,other,0,0,0,0,4,1,road,v3_other_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-02228,"Dispatch note: Industrial report: Several people need water and supplies, but everyone is safe for now. near the market. Send the appropriate team.",MEDIUM,industrial,0,0,0,0,15,2,supplies,v3_industrial_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01912,"At this location, tornado report: The area is safe and no one needs assistance at this location. near the market. Please advise.",LOW,tornado,0,0,0,0,0,5,safe,v3_tornado_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,test
rpv3-03115,"Field update: At this location, biological report: The area is safe and no one needs assistance at this location. by the river. No other details are available.",LOW,biological,0,0,0,0,0,4,safe,v3_biological_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-01793,Resident says: Tornado report: An active hazard threatens the neighborhood and an evacuation team should respond soon. in the north district. Please advise.,HIGH,tornado,0,0,1,0,12,3,hazard,v3_tornado_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-01122,Please help: Hurricane report: This is a news update about the disaster; there is no emergency here. by the river.,LOW,hurricane,0,0,0,0,0,2,news,v3_hurricane_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-03880,Field update: Other report: One person has a stable minor injury and can wait for non-urgent medical assistance. by the river. Send the appropriate team.,MEDIUM,other,1,0,0,1,1,5,stable,v3_other_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-01064,Field update: Hurricane report: One person has a stable minor injury and can wait for non-urgent medical assistance. along the main road. Please advise.,MEDIUM,hurricane,1,0,0,1,1,4,stable,v3_hurricane_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-02261,Please help: Industrial report: One person has a stable minor injury and can wait for non-urgent medical assistance. by the river. Please advise.,MEDIUM,industrial,1,0,0,1,1,1,stable,v3_industrial_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-01990,Caller reports: Tornado report: The forecast is being monitored from a safe place; no response is requested. near the school. Send the appropriate team.,LOW,tornado,0,0,0,0,0,3,forecast,v3_tornado_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,validation
rpv3-03020,Please help: Biological report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school. Please advise.,MEDIUM,biological,0,0,0,0,8,5,damage,v3_biological_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-02986,"At this location, biological report: An active hazard threatens the neighborhood and an evacuation team should respond soon. at the apartment block. No other details are available.",HIGH,biological,0,0,1,0,12,5,hazard,v3_biological_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,test
rpv3-02329,"Field update: At this location, industrial report: This is a news update about the disaster; there is no emergency here. along the main road. Please advise.",LOW,industrial,0,0,0,0,0,3,news,v3_industrial_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02169,"Field update: At this location, industrial report: A blocked route is affecting many residents and responders should provide urgent assistance. in the north district. Please advise.",HIGH,industrial,0,0,0,0,30,1,route,v3_industrial_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-03978,"Please help: At this location, other report: A small incident is contained; everyone is accounted for and safe. near the market. This is the latest update.",LOW,other,0,0,1,0,2,3,contained,v3_other_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-02331,Field update: Industrial report: This is a news update about the incident; there is no emergency here. by the river. Send the appropriate team.,LOW,industrial,0,0,0,0,0,4,news,v3_industrial_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-01951,Field update: Tornado report: The preparedness drill finished normally and this is not an active emergency. near the market. This is the latest update.,LOW,tornado,0,0,0,0,0,2,drill,v3_tornado_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,validation
rpv3-01796,Tornado report: An active hazard threatens the neighborhood and an evacuation team should respond soon. by the river. No other details are available.,HIGH,tornado,0,0,1,0,12,3,hazard,v3_tornado_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-01461,Dispatch note: Wildfire report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the school.,MEDIUM,wildfire,1,0,0,1,1,1,stable,v3_wildfire_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,validation
rpv3-01128,Caller reports: Hurricane report: This is a news update about the disaster; there is no emergency here. near the market. Send the appropriate team.,LOW,hurricane,0,0,0,0,0,5,news,v3_hurricane_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02178,"Caller reports: At this location, industrial report: A blocked route is affecting many residents and responders should provide urgent assistance. in the north district. Please advise.",HIGH,industrial,0,0,0,0,30,3,route,v3_industrial_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-02900,Resident says: Biological report: A child is missing in the disaster area and an urgent search and rescue is needed. by the river.,CRITICAL,biological,0,0,0,0,1,5,missing,v3_biological_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-03682,Other report: A child is missing in the disaster area and an urgent search and rescue is needed. in the north district. Please advise.,CRITICAL,other,0,0,0,0,1,1,missing,v3_other_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-00767,Caller reports: Earthquake report: A small incident is contained; everyone is accounted for and safe. along the main road.,LOW,earthquake,0,0,1,0,2,4,contained,v3_earthquake_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-02386,"Caller reports: At this location, industrial report: The forecast is being monitored from a safe place; no response is requested. near the market. Please advise.",LOW,industrial,0,0,0,0,0,3,forecast,v3_industrial_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-00766,"Dispatch note: At this location, earthquake report: A small incident is contained; everyone is accounted for and safe. at the apartment block. This is the latest update.",LOW,earthquake,0,0,1,0,2,4,contained,v3_earthquake_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-02144,"Industrial report: Several households need urgent shelter after the incident, with no one trapped. near the school. This is the latest update.",HIGH,industrial,0,0,0,0,24,1,shelter,v3_industrial_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-00125,Caller reports: Flood report: A serious but stable injury needs prompt treatment; the person is conscious. along the main road. Please advise.,HIGH,flood,1,0,0,1,1,4,injury,v3_flood_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03913,Resident says: Other report: The area is safe and no one needs assistance at this location. near the school. This is the latest update.,LOW,other,0,0,0,0,0,1,safe,v3_other_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,validation
rpv3-02870,Please help: Biological report: A fast-moving fire has people trapped inside and crews are needed without delay. at the apartment block. No other details are available.,CRITICAL,biological,0,1,1,0,6,1,fire,v3_biological_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-03150,Field update: Biological report: The preparedness drill finished normally and this is not an active emergency. along the main road. No other details are available.,LOW,biological,0,0,0,0,0,4,drill,v3_biological_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-01328,Dispatch note: Wildfire report: A serious but stable injury requires prompt treatment; the person is conscious. at the apartment block. Please advise.,HIGH,wildfire,1,0,0,1,1,3,injury,v3_wildfire_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-00912,"Field update: At this location, hurricane report: Damage has made several homes unsafe and families need urgent evacuation support. along the main road.",HIGH,hurricane,0,0,0,0,18,1,evacuation,v3_hurricane_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-01389,"Field update: At this location, wildfire report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school. No other details are available.",HIGH,wildfire,0,0,1,0,12,2,hazard,v3_wildfire_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-02318,"Please help: At this location, industrial report: The area is safe and no one needs assistance at this location. by the river. This is the latest update.",LOW,industrial,0,0,0,0,0,3,safe,v3_industrial_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-02400,Caller reports: Industrial report: The forecast is being monitored from a safe place; no response is requested. near the market. No other details are available.,LOW,industrial,0,0,0,0,0,2,forecast,v3_industrial_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-01384,Caller reports: Wildfire report: An active hazard threatens the neighborhood and an evacuation team should respond soon. along the main road.,HIGH,wildfire,0,0,1,0,12,2,hazard,v3_wildfire_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-03225,Societal report: A person is unconscious with severe injuries and needs emergency medical help now. in the north district. Send the appropriate team.,CRITICAL,societal,1,0,0,1,1,3,medical,v3_societal_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02569,"At this location, transportation report: A blocked route is affecting many residents and responders should provide urgent assistance. along the main road. Please advise.",HIGH,transportation,0,0,0,0,30,1,route,v3_transportation_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,validation
rpv3-03839,"Other report: Several people need water and supplies, but everyone is safe for now. in the north district. This is the latest update.",MEDIUM,other,0,0,0,0,15,2,supplies,v3_other_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-01677,Dispatch note: Tornado report: A fast-moving fire has people trapped inside and crews are needed without delay. by the river. Please advise.,CRITICAL,tornado,0,1,1,0,6,5,fire,v3_tornado_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-02657,Please help: Transportation report: Debris is blocking a local road and a maintenance response is needed. near the school. This is the latest update.,MEDIUM,transportation,0,0,0,0,4,2,road,v3_transportation_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,test
rpv3-00088,Dispatch note: Flood report: A child is missing in the disaster area and an urgent search and rescue is needed. near the market. Please advise.,CRITICAL,flood,0,0,0,0,1,3,missing,v3_flood_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-01134,Field update: Hurricane report: This is a news update about the disaster; there is no emergency here. at the apartment block. No other details are available.,LOW,hurricane,0,0,0,0,0,3,news,v3_hurricane_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-01362,Resident says: Wildfire report: A blocked route is affecting many residents and responders should provide urgent assistance. near the school. No other details are available.,HIGH,wildfire,0,0,0,0,30,4,route,v3_wildfire_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-02278,"Caller reports: At this location, industrial report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the market. No other details are available.",MEDIUM,industrial,1,0,0,1,1,3,stable,v3_industrial_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-02186,"Caller reports: At this location, industrial report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the market.",HIGH,industrial,0,0,1,0,12,1,hazard,v3_industrial_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,validation
rpv3-00389,"Caller reports: At this location, flood report: The forecast is being monitored from a safe place; no response is requested. at the apartment block. No other details are available.",LOW,flood,0,0,0,0,0,5,forecast,v3_flood_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-03152,"Caller reports: At this location, biological report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. No other details are available.",LOW,biological,0,0,0,0,0,2,drill,v3_biological_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-02626,"Field update: At this location, transportation report: Several people need water and supplies, but everyone is safe for now. in the north district. Send the appropriate team.",MEDIUM,transportation,0,0,0,0,15,2,supplies,v3_transportation_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-02112,"Dispatch note: At this location, industrial report: Damage has made several homes unsafe and families need urgent evacuation support. at the apartment block.",HIGH,industrial,0,0,0,0,18,3,evacuation,v3_industrial_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-03899,Please help: Other report: A local outage is affecting residents who need routine community support. by the river. This is the latest update.,MEDIUM,other,0,0,0,0,20,4,power,v3_other_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,validation
rpv3-02457,Field update: Transportation report: A structure has collapsed around residents; responders must start a rescue immediately. by the river.,CRITICAL,transportation,1,1,0,0,8,4,collapse,v3_transportation_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-03618,"Caller reports: At this location, other report: People are trapped and cannot escape; immediate rescue is required. at the apartment block. Please advise.",CRITICAL,other,1,1,0,0,5,4,trapped,v3_other_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-03227,Societal report: A person is unconscious with severe injuries and needs emergency medical help now. along the main road. No other details are available.,CRITICAL,societal,1,0,0,1,1,2,medical,v3_societal_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-02347,Dispatch note: Industrial report: The preparedness drill finished normally and this is not an active emergency. at the apartment block. This is the latest update.,LOW,industrial,0,0,0,0,0,4,drill,v3_industrial_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-01022,"Hurricane report: Several people need water and supplies, but everyone is safe for now. by the river. This is the latest update.",MEDIUM,hurricane,0,0,0,0,15,3,supplies,v3_hurricane_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-02294,Please help: Industrial report: A local outage is affecting residents who need routine community support. along the main road.,MEDIUM,industrial,0,0,0,0,20,1,power,v3_industrial_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,test
rpv3-03243,"At this location, societal report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road.",CRITICAL,societal,1,1,0,0,8,3,collapse,v3_societal_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01289,"Caller reports: At this location, wildfire report: A child is missing in the disaster area and an urgent search and rescue is needed. in the north district.",CRITICAL,wildfire,0,0,0,0,1,2,missing,v3_wildfire_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,train
rpv3-03670,Dispatch note: Other report: A fast-moving fire has people trapped inside and crews are needed without delay. along the main road.,CRITICAL,other,0,1,1,0,6,5,fire,v3_other_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-01486,"Dispatch note: At this location, wildfire report: A local outage is affecting residents who need routine community support. near the market.",MEDIUM,wildfire,0,0,0,0,20,5,power,v3_wildfire_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-02120,Industrial report: Damage has made several homes unsafe and families need urgent evacuation support. at the apartment block.,HIGH,industrial,0,0,0,0,18,3,evacuation,v3_industrial_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-01115,"Field update: At this location, hurricane report: The area is safe and no one needs assistance at this location. at the apartment block. This is the latest update.",LOW,hurricane,0,0,0,0,0,1,safe,v3_hurricane_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-00692,"Please help: At this location, earthquake report: A local outage is affecting residents who need routine community support. near the market. Please advise.",MEDIUM,earthquake,0,0,0,0,20,5,power,v3_earthquake_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-02718,"Please help: At this location, transportation report: The area is safe and no one needs assistance at this location. in the north district. Please advise.",LOW,transportation,0,0,0,0,0,5,safe,v3_transportation_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-00970,Please help: Hurricane report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Send the appropriate team.,HIGH,hurricane,0,0,0,0,30,3,route,v3_hurricane_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-00473,Caller reports: Earthquake report: A fast-moving fire has people trapped inside and crews are needed without delay. near the market. Please advise.,CRITICAL,earthquake,0,1,1,0,6,5,fire,v3_earthquake_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-03012,"Please help: At this location, biological report: Moderate damage affects the area; residents need a welfare check and basic assistance. in the north district. No other details are available.",MEDIUM,biological,0,0,0,0,8,4,damage,v3_biological_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-02335,"At this location, industrial report: This is a news update about the disaster; there is no emergency here. along the main road. Please advise.",LOW,industrial,0,0,0,0,0,2,news,v3_industrial_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-01866,"Dispatch note: At this location, tornado report: One person has a stable minor injury and can wait for non-urgent medical assistance. in the north district. Send the appropriate team.",MEDIUM,tornado,1,0,0,1,1,2,stable,v3_tornado_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-01404,Please help: Wildfire report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school. No other details are available.,MEDIUM,wildfire,0,0,0,0,8,2,damage,v3_wildfire_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-02124,Industrial report: A serious but stable injury needs prompt treatment; the person is conscious. at the apartment block. Send the appropriate team.,HIGH,industrial,1,0,0,1,1,2,injury,v3_industrial_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-01619,Field update: Tornado report: People are trapped and cannot escape; immediate rescue is required. near the school. Please advise.,CRITICAL,tornado,1,1,0,0,5,4,trapped,v3_tornado_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-01579,Resident says: Wildfire report: A small incident is contained; everyone is accounted for and safe. at the apartment block. This is the latest update.,LOW,wildfire,0,0,1,0,2,1,contained,v3_wildfire_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-03257,Field update: Societal report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road. No other details are available.,CRITICAL,societal,1,1,0,0,8,4,collapse,v3_societal_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-00689,"Resident says: At this location, earthquake report: A local outage is affecting residents who need routine community support. along the main road. Send the appropriate team.",MEDIUM,earthquake,0,0,0,0,20,2,power,v3_earthquake_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-01232,"Caller reports: At this location, wildfire report: A person is unconscious with severe injuries and needs emergency medical help now. along the main road. This is the latest update.",CRITICAL,wildfire,1,0,0,1,1,3,medical,v3_wildfire_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-03766,"Resident says: At this location, other report: A blocked route is affecting many residents and responders should provide urgent assistance. by the river. Please advise.",HIGH,other,0,0,0,0,30,4,route,v3_other_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01513,Wildfire report: The area is safe and no one needs assistance at this location. by the river. Send the appropriate team.,LOW,wildfire,0,0,0,0,0,3,safe,v3_wildfire_low_01,controlled_synthetic_v3,V3 policy example; safe scenario with contextual rescue urgency.,en,train
rpv3-00724,Earthquake report: This is a news update about the disaster; there is no emergency here. in the north district. Send the appropriate team.,LOW,earthquake,0,0,0,0,0,5,news,v3_earthquake_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-01459,Dispatch note: Wildfire report: Debris is blocking a local road and a maintenance response is needed. along the main road.,MEDIUM,wildfire,0,0,0,0,4,5,road,v3_wildfire_medium_03,controlled_synthetic_v3,V3 policy example; road scenario with contextual rescue urgency.,en,train
rpv3-00776,Caller reports: Earthquake report: A small incident is contained; everyone is accounted for and safe. near the school. Please advise.,LOW,earthquake,0,0,1,0,2,1,contained,v3_earthquake_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,validation
rpv3-02908,Field update: Biological report: Damage has made several homes unsafe and families need urgent evacuation support. along the main road. This is the latest update.,HIGH,biological,0,0,0,0,18,2,evacuation,v3_biological_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-01342,"Field update: Wildfire report: Several households need urgent shelter after the incident, with no one trapped. in the north district.",HIGH,wildfire,0,0,0,0,24,5,shelter,v3_wildfire_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-02212,"Resident says: At this location, industrial report: Moderate damage affects the area; residents need a welfare check and basic assistance. in the north district. Send the appropriate team.",MEDIUM,industrial,0,0,0,0,8,5,damage,v3_industrial_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,validation
rpv3-02473,Dispatch note: Transportation report: A fast-moving fire has people trapped inside and crews are needed without delay. in the north district. This is the latest update.,CRITICAL,transportation,0,1,1,0,6,1,fire,v3_transportation_critical_04,controlled_synthetic_v3,V3 policy example; fire scenario with contextual rescue urgency.,en,train
rpv3-03017,Field update: Biological report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the school. Please advise.,MEDIUM,biological,0,0,0,0,8,2,damage,v3_biological_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,train
rpv3-00165,Resident says: Flood report: A blocked route is affecting many residents and responders should provide urgent assistance. near the market. Please advise.,HIGH,flood,0,0,0,0,30,3,route,v3_flood_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01622,Field update: Tornado report: A person is unconscious with severe injuries and requires emergency medical help now. near the school. No other details are available.,CRITICAL,tornado,1,0,0,1,1,2,medical,v3_tornado_critical_02,controlled_synthetic_v3,V3 policy example; medical scenario with contextual rescue urgency.,en,train
rpv3-03091,Field update: Biological report: A local outage is affecting residents who need routine community support. along the main road. Send the appropriate team.,MEDIUM,biological,0,0,0,0,20,2,power,v3_biological_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
rpv3-03390,Field update: Societal report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school. No other details are available.,HIGH,societal,0,0,1,0,12,3,hazard,v3_societal_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,validation
rpv3-03100,Biological report: A local outage is affecting residents who need routine community support. along the main road. Please advise.,MEDIUM,biological,0,0,0,0,20,5,power,v3_biological_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,train
