id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,event_id,source_type,annotation_reason,language,split
rp-01811,Please help: a serious disturbance damaged a public facility and people need safe evacuation at the apartment block a few minutes ago; several residents are accounted for. The caller reports; responders should use this information. Please record this situation.,HIGH,societal,0,0,0,0,18,high_societal_civil_damage,controlled_synthetic,"Controlled scenario: civil_damage; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03466,"Dispatch message: a small amount of water is on the road, everyone is safe at the apartment block since early afternoon; several residents are accounted for. A resident reports; the operations desk has been notified.",LOW,flood,0,0,0,0,1,low_flood_minor_flood,controlled_synthetic,"Controlled scenario: minor_flood; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02283,Please help: the storm caused a local power outage and residents need support near the riverside a few minutes ago; two people are accounted for. The dispatch note says; the team is waiting for guidance. We are requesting responders.,MEDIUM,hurricane,0,0,0,0,12,medium_hurricane_power_outage,controlled_synthetic,"Controlled scenario: power_outage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02984,Our situation is this: a local disturbance damaged storefronts and businesses need assistance on the main road this morning; workers are accounted for. The dispatch note says; this message is being shared with dispatch. Please send the appropriate response.,MEDIUM,societal,0,0,0,0,8,medium_societal_community_support,controlled_synthetic,"Controlled scenario: community_support; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00812,SOS report: the hurricane destroyed the building and injured residents need immediate rescue beside the market during the night; workers are accounted for. The caller reports; the report has been logged. Please send the appropriate response.,CRITICAL,hurricane,1,0,0,1,9,critical_hurricane_hurricane_rescue,controlled_synthetic,"Controlled scenario: hurricane_rescue; label reflects operational rescue urgency, not keyword presence.",en,validation
rp-00577,Dispatch message: multiple people are severely injured after the structure collapsed by the school after the storm; two people are accounted for. The response log records; the status should be reviewed. This is the latest update.,CRITICAL,earthquake,1,0,0,1,11,critical_earthquake_multiple_injuries,controlled_synthetic,"Controlled scenario: multiple_injuries; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03215,I need to report that I am sharing news about an earthquake; there is no emergency here near the riverside after the storm; several residents are accounted for. The caller reports; the caller has provided this update. Please send the appropriate response.,LOW,earthquake,0,0,0,0,0,low_earthquake_news,controlled_synthetic,"Controlled scenario: news; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03686,"SOS report: the hurricane forecast is being discussed, but our area is unaffected by the school since early afternoon; several residents are accounted for. The dispatch note says; the operations desk has been notified. We are requesting responders.",LOW,hurricane,0,0,0,0,0,low_hurricane_weather,controlled_synthetic,"Controlled scenario: weather; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01259,Please help: the earthquake badly damaged a building and occupants must evacuate by the school over the last hour; two people are accounted for. The situation update states; the information is ready for triage. Please record this situation.,HIGH,earthquake,0,0,0,0,14,high_earthquake_structural_damage,controlled_synthetic,"Controlled scenario: structural_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01265,Please help: the earthquake badly damaged a building and occupants must evacuate beside the market a few minutes ago; two people are accounted for. A resident reports; the caller has provided this update. Please send the appropriate response.,HIGH,earthquake,0,0,0,0,14,high_earthquake_structural_damage,controlled_synthetic,"Controlled scenario: structural_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02702,Our situation is this: several residents have mild symptoms and need a health information point in the north neighborhood after the storm; one person is accounted for. According to the latest update; the report has been logged.,MEDIUM,biological,0,0,0,1,6,medium_biological_public_health,controlled_synthetic,"Controlled scenario: public_health; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01193,Dispatch message: a person has a serious leg injury and needs urgent medical response by the school over the last hour; several residents are accounted for. The latest check confirms; the team is waiting for guidance. Please send the appropriate response.,HIGH,other,1,0,0,1,1,high_other_serious_injury,controlled_synthetic,"Controlled scenario: serious_injury; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01792,Our situation is this: an outbreak is affecting many residents and urgent public-health support is needed near the community center over the last hour; a family is accounted for. The latest check confirms; the report has been logged.,HIGH,biological,0,0,0,1,35,high_biological_public_health,controlled_synthetic,"Controlled scenario: public_health; label reflects operational rescue urgency, not keyword presence.",en,validation
rp-00779,SOS report: the tornado destroyed the shelter and people are trapped under debris at the apartment block after the storm; several residents are accounted for. The response log records; the information is ready for triage. Please record this situation.,CRITICAL,tornado,1,1,0,1,8,critical_tornado_tornado_collapse,controlled_synthetic,"Controlled scenario: tornado_collapse; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03342,Our situation is this: the fire drill is scheduled for tomorrow and everyone is safe near the riverside this morning; workers are accounted for. From the latest field note; the report has been logged. Please send the appropriate response.,LOW,industrial,0,0,1,0,0,low_industrial_drill,controlled_synthetic,"Controlled scenario: drill; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03613,"Please help: the hurricane forecast is being discussed, but our area is unaffected beside the market during the night; workers are accounted for. The caller reports; the team is waiting for guidance. Please send the appropriate response.",LOW,hurricane,0,0,0,0,0,low_hurricane_weather,controlled_synthetic,"Controlled scenario: weather; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03731,"SOS report: smoke is visible far away, but no fire or danger is near us near the riverside this morning; two people are accounted for. The current report says; responders should use this information. This is the latest update.",LOW,wildfire,0,0,0,0,0,low_wildfire_smoke_report,controlled_synthetic,"Controlled scenario: smoke_report; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01837,Our situation is this: a serious disturbance damaged a public facility and people need safe evacuation in the industrial district during the night; two people are accounted for. The current report says; the status should be reviewed. Please send the appropriate response.,HIGH,societal,0,0,0,0,18,high_societal_civil_damage,controlled_synthetic,"Controlled scenario: civil_damage; label reflects operational rescue urgency, not keyword presence.",en,test
rp-00368,I need to report that an active fire has people trapped inside the building near the riverside after the storm; two people are accounted for. A resident reports; this is the current field description. This is the latest update.,CRITICAL,industrial,0,1,1,0,9,critical_industrial_fire_trapped,controlled_synthetic,"Controlled scenario: fire_trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01240,the earthquake badly damaged a building and occupants must evacuate by the school a few minutes ago; several residents are accounted for. The current report says; the message is complete. Please send the appropriate response.,HIGH,earthquake,0,0,0,0,14,high_earthquake_structural_damage,controlled_synthetic,"Controlled scenario: structural_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02311,SOS report: a small fire damaged part of an empty building and is being contained near the riverside this morning; one person is accounted for. The caller reports; responders should use this information. Please record this situation.,MEDIUM,industrial,0,0,1,0,2,medium_industrial_small_fire,controlled_synthetic,"Controlled scenario: small_fire; label reflects operational rescue urgency, not keyword presence.",en,validation
rp-03241,Please help: I am sharing news about an earthquake; there is no emergency here near the riverside over the last hour; a family is accounted for. From the latest field note; responders should use this information. This is the latest update.,LOW,earthquake,0,0,0,0,0,low_earthquake_news,controlled_synthetic,"Controlled scenario: news; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02680,SOS report: wildfire smoke is affecting the neighborhood and residents need masks on the main road after the storm; two people are accounted for. The response log records; the message is complete.,MEDIUM,wildfire,0,0,0,0,20,medium_wildfire_smoke_area,controlled_synthetic,"Controlled scenario: smoke_area; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01577,Dispatch message: wildfire is approaching homes and an organized evacuation is required near the community center over the last hour; workers are accounted for. The response log records; the status should be reviewed. This is the latest update.,HIGH,wildfire,0,0,1,0,30,high_wildfire_wildfire_front,controlled_synthetic,"Controlled scenario: wildfire_front; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01879,Our situation is this: a serious disturbance damaged a public facility and people need safe evacuation near the riverside since early afternoon; several residents are accounted for. The response log records; the information is ready for triage.,HIGH,societal,0,0,0,0,18,high_societal_civil_damage,controlled_synthetic,"Controlled scenario: civil_damage; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01451,Please help: hurricane damage has made several homes unsafe and families need assistance near the community center during the night; several residents are accounted for. The situation update states; responders should use this information.,HIGH,hurricane,0,0,0,0,16,high_hurricane_storm_damage,controlled_synthetic,"Controlled scenario: storm_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01125,SOS report: a person has a serious leg injury and needs urgent medical response in the industrial district over the last hour; workers are accounted for. In a follow-up message; the caller has provided this update.,HIGH,other,1,0,0,1,1,high_other_serious_injury,controlled_synthetic,"Controlled scenario: serious_injury; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01522,Our situation is this: wildfire is approaching homes and an organized evacuation is required in the north neighborhood a few minutes ago; one person is accounted for. In a follow-up message; the report has been logged. This is the latest update.,HIGH,wildfire,0,0,1,0,30,high_wildfire_wildfire_front,controlled_synthetic,"Controlled scenario: wildfire_front; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03308,I need to report that the fire drill is scheduled for tomorrow and everyone is safe near the riverside after the storm; workers are accounted for. According to the latest update; this is the current field description. This is the latest update.,LOW,industrial,0,0,1,0,0,low_industrial_drill,controlled_synthetic,"Controlled scenario: drill; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02444,one person has a painful but stable injury and needs assistance on the main road after the storm; one person is accounted for. From the latest field note; this message is being shared with dispatch. Please send the appropriate response.,MEDIUM,other,1,0,0,1,1,medium_other_medical_help,controlled_synthetic,"Controlled scenario: medical_help; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01802,Dispatch message: a serious disturbance damaged a public facility and people need safe evacuation at the apartment block during the night; a family is accounted for. According to the latest update; the report has been logged. Please send the appropriate response.,HIGH,societal,0,0,0,0,18,high_societal_civil_damage,controlled_synthetic,"Controlled scenario: civil_damage; label reflects operational rescue urgency, not keyword presence.",en,test
rp-02537,a minor crash is blocking one lane; everyone is conscious and safe beside the market a few minutes ago; one person is accounted for. The current report says; the status should be reviewed. This is the latest update.,MEDIUM,transportation,0,0,0,0,2,medium_transportation_road_disruption,controlled_synthetic,"Controlled scenario: road_disruption; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03226,Dispatch message: I am sharing news about an earthquake; there is no emergency here beside the market this morning; several residents are accounted for. In a follow-up message; the operations desk has been notified. This is the latest update.,LOW,earthquake,0,0,0,0,0,low_earthquake_news,controlled_synthetic,"Controlled scenario: news; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01628,Dispatch message: a bus crash caused serious injuries; everyone is conscious and responders are needed at the apartment block after the storm; several residents are accounted for. In a follow-up message; this is the current field description. Please send the appropriate response.,HIGH,transportation,1,0,0,1,7,high_transportation_transport_crash,controlled_synthetic,"Controlled scenario: transport_crash; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03271,Please help: I am sharing news about an earthquake; there is no emergency here near the riverside during the night; a family is accounted for. The response log records; responders should use this information. This is the latest update.,LOW,earthquake,0,0,0,0,0,low_earthquake_news,controlled_synthetic,"Controlled scenario: news; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02450,one person has a painful but stable injury and needs assistance near the community center a few minutes ago; a family is accounted for. From the latest field note; the message is complete. This is the latest update.,MEDIUM,other,1,0,0,1,1,medium_other_medical_help,controlled_synthetic,"Controlled scenario: medical_help; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01031,Please help: rising floodwater is entering several homes and residents need evacuation in the industrial district a few minutes ago; two people are accounted for. The current report says; responders should use this information. Please send the appropriate response.,HIGH,flood,0,0,0,0,12,high_flood_evacuation,controlled_synthetic,"Controlled scenario: evacuation; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00360,Our situation is this: an active fire has people trapped inside the building by the school this morning; two people are accounted for. The situation update states; the message is complete. We are requesting responders.,CRITICAL,industrial,0,1,1,0,9,critical_industrial_fire_trapped,controlled_synthetic,"Controlled scenario: fire_trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02047,I need to report that floodwater has entered the yard and we need basic assistance at the apartment block over the last hour; two people are accounted for. From the latest field note; the status should be reviewed. This is the latest update.,MEDIUM,flood,0,0,0,0,2,medium_flood_localized_flood,controlled_synthetic,"Controlled scenario: localized_flood; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02400,Please help: a small fire damaged part of an empty building and is being contained beside the market after the storm; several residents are accounted for. The latest check confirms; the message is complete. We are requesting responders.,MEDIUM,industrial,0,0,1,0,2,medium_industrial_small_fire,controlled_synthetic,"Controlled scenario: small_fire; label reflects operational rescue urgency, not keyword presence.",en,validation
rp-03383,SOS report: the fire drill is scheduled for tomorrow and everyone is safe near the riverside during the night; one person is accounted for. The dispatch note says; the team is waiting for guidance. This is the latest update.,LOW,industrial,0,0,1,0,0,low_industrial_drill,controlled_synthetic,"Controlled scenario: drill; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01224,SOS report: the earthquake badly damaged a building and occupants must evacuate at the apartment block during the night; workers are accounted for. In a follow-up message; this message is being shared with dispatch. Please record this situation.,HIGH,earthquake,0,0,0,0,14,high_earthquake_structural_damage,controlled_synthetic,"Controlled scenario: structural_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02300,the storm caused a local power outage and residents need support near the community center during the night; one person is accounted for. The latest check confirms; the message is complete. Please send the appropriate response.,MEDIUM,hurricane,0,0,0,0,12,medium_hurricane_power_outage,controlled_synthetic,"Controlled scenario: power_outage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00460,Dispatch message: rapidly rising floodwater has trapped a family and they cannot escape by the school since early afternoon; workers are accounted for. The situation update states; the message is complete. This is the latest update.,CRITICAL,flood,0,1,0,0,5,critical_flood_flood_trapped,controlled_synthetic,"Controlled scenario: flood_trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01000,Please help: several people are unconscious during a severe outbreak and need emergency care at the apartment block during the night; one person is accounted for. The latest check confirms; the message is complete. This is the latest update.,CRITICAL,biological,1,0,0,1,7,critical_biological_outbreak_critical,controlled_synthetic,"Controlled scenario: outbreak_critical; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01640,Dispatch message: a bus crash caused serious injuries; everyone is conscious and responders are needed in the industrial district since early afternoon; a family is accounted for. The current report says; the message is complete.,HIGH,transportation,1,0,0,1,7,high_transportation_transport_crash,controlled_synthetic,"Controlled scenario: transport_crash; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03687,"Our situation is this: the hurricane forecast is being discussed, but our area is unaffected by the school since early afternoon; one person is accounted for. The dispatch note says; the status should be reviewed. Please record this situation.",LOW,hurricane,0,0,0,0,0,low_hurricane_weather,controlled_synthetic,"Controlled scenario: weather; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03071,"I need to report that hello, I am checking whether the emergency channel is available on the main road after the storm; several residents are accounted for. The response log records; responders should use this information. Please send the appropriate response.",LOW,other,0,0,0,0,0,low_other_greeting,controlled_synthetic,"Controlled scenario: greeting; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03393,the fire drill is scheduled for tomorrow and everyone is safe beside the market over the last hour; one person is accounted for. The latest check confirms; the team is waiting for guidance. This is the latest update.,LOW,industrial,0,0,1,0,0,low_industrial_drill,controlled_synthetic,"Controlled scenario: drill; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00732,Our situation is this: the tornado destroyed the shelter and people are trapped under debris near the community center a few minutes ago; a family is accounted for. The current report says; the report has been logged.,CRITICAL,tornado,1,1,0,1,8,critical_tornado_tornado_collapse,controlled_synthetic,"Controlled scenario: tornado_collapse; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00569,SOS report: multiple people are severely injured after the structure collapsed by the school since early afternoon; two people are accounted for. A resident reports; the information is ready for triage. We are requesting responders.,CRITICAL,earthquake,1,0,0,1,11,critical_earthquake_multiple_injuries,controlled_synthetic,"Controlled scenario: multiple_injuries; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03862,Dispatch message: a vehicle stopped on the roadside; no one is hurt and traffic is moving near the community center a few minutes ago; workers are accounted for. A resident reports; the report has been logged. Please send the appropriate response.,LOW,transportation,0,0,0,0,1,low_transportation_traffic,controlled_synthetic,"Controlled scenario: traffic; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03935,SOS report: please provide information about the nearest shelter; no evacuation is needed by the school since early afternoon; a family is accounted for. The current report says; the caller has provided this update. This is the latest update.,LOW,other,0,0,0,0,1,low_other_information,controlled_synthetic,"Controlled scenario: information; label reflects operational rescue urgency, not keyword presence.",en,validation
rp-02412,Dispatch message: one person has a painful but stable injury and needs assistance near the community center during the night; a family is accounted for. The caller reports; the report has been logged. We are requesting responders.,MEDIUM,other,1,0,0,1,1,medium_other_medical_help,controlled_synthetic,"Controlled scenario: medical_help; label reflects operational rescue urgency, not keyword presence.",en,test
rp-02060,floodwater has entered the yard and we need basic assistance on the main road after the storm; a family is accounted for. The situation update states; the message is complete. Please record this situation.,MEDIUM,flood,0,0,0,0,2,medium_flood_localized_flood,controlled_synthetic,"Controlled scenario: localized_flood; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03288,I am sharing news about an earthquake; there is no emergency here near the riverside over the last hour; two people are accounted for. The dispatch note says; this is the current field description. We are requesting responders.,LOW,earthquake,0,0,0,0,0,low_earthquake_news,controlled_synthetic,"Controlled scenario: news; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00834,the hurricane destroyed the building and injured residents need immediate rescue beside the market since early afternoon; a family is accounted for. The current report says; this message is being shared with dispatch.,CRITICAL,hurricane,1,0,0,1,9,critical_hurricane_hurricane_rescue,controlled_synthetic,"Controlled scenario: hurricane_rescue; label reflects operational rescue urgency, not keyword presence.",en,validation
rp-01981,the tornado damaged multiple homes and residents need urgent shelter support near the community center during the night; a family is accounted for. The dispatch note says; responders should use this information.,HIGH,tornado,0,0,0,0,20,high_tornado_tornado_damage,controlled_synthetic,"Controlled scenario: tornado_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00146,I need to report that an unconscious person is not responding and needs emergency medical help now on the main road during the night; one person is accounted for. From the latest field note; the operations desk has been notified. We are requesting responders.,CRITICAL,other,1,0,0,1,1,critical_other_unconscious,controlled_synthetic,"Controlled scenario: unconscious; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02411,Our situation is this: one person has a painful but stable injury and needs assistance by the school after the storm; one person is accounted for. The caller reports; responders should use this information.,MEDIUM,other,1,0,0,1,1,medium_other_medical_help,controlled_synthetic,"Controlled scenario: medical_help; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01954,Our situation is this: the tornado damaged multiple homes and residents need urgent shelter support in the north neighborhood during the night; a family is accounted for. The situation update states; this message is being shared with dispatch. Please send the appropriate response.,HIGH,tornado,0,0,0,0,20,high_tornado_tornado_damage,controlled_synthetic,"Controlled scenario: tornado_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03754,"Please help: smoke is visible far away, but no fire or danger is near us beside the market a few minutes ago; one person is accounted for. The situation update states; this message is being shared with dispatch. Please record this situation.",LOW,wildfire,0,0,0,0,0,low_wildfire_smoke_report,controlled_synthetic,"Controlled scenario: smoke_report; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00038,SOS report: several people are trapped inside a collapsed building and need immediate rescue near the riverside over the last hour; a family is accounted for. The current report says; this is the current field description.,CRITICAL,earthquake,1,1,0,1,6,critical_earthquake_trapped,controlled_synthetic,"Controlled scenario: trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00020,SOS report: several people are trapped inside a collapsed building and need immediate rescue in the north neighborhood this morning; several residents are accounted for. The caller reports; the message is complete. Please record this situation.,CRITICAL,earthquake,1,1,0,1,6,critical_earthquake_trapped,controlled_synthetic,"Controlled scenario: trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03604,"Dispatch message: the hurricane forecast is being discussed, but our area is unaffected in the industrial district during the night; a family is accounted for. According to the latest update; this message is being shared with dispatch. This is the latest update.",LOW,hurricane,0,0,0,0,0,low_hurricane_weather,controlled_synthetic,"Controlled scenario: weather; label reflects operational rescue urgency, not keyword presence.",en,test
rp-00611,I need to report that wildfire surrounds the house and residents are trapped inside at the apartment block this morning; two people are accounted for. The caller reports; responders should use this information. We are requesting responders.,CRITICAL,wildfire,0,1,1,0,4,critical_wildfire_wildfire_trapped,controlled_synthetic,"Controlled scenario: wildfire_trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02273,Our situation is this: the storm caused a local power outage and residents need support by the school this morning; workers are accounted for. The response log records; the team is waiting for guidance. We are requesting responders.,MEDIUM,hurricane,0,0,0,0,12,medium_hurricane_power_outage,controlled_synthetic,"Controlled scenario: power_outage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03410,"SOS report: a small amount of water is on the road, everyone is safe at the apartment block during the night; workers are accounted for. According to the latest update; the message is complete. This is the latest update.",LOW,flood,0,0,0,0,1,low_flood_minor_flood,controlled_synthetic,"Controlled scenario: minor_flood; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02595,Dispatch message: a minor crash is blocking one lane; everyone is conscious and safe in the north neighborhood this morning; several residents are accounted for. The latest check confirms; the caller has provided this update. Please record this situation.,MEDIUM,transportation,0,0,0,0,2,medium_transportation_road_disruption,controlled_synthetic,"Controlled scenario: road_disruption; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03095,"I need to report that hello, I am checking whether the emergency channel is available beside the market after the storm; several residents are accounted for. The latest check confirms; the caller has provided this update. Please record this situation.",LOW,other,0,0,0,0,0,low_other_greeting,controlled_synthetic,"Controlled scenario: greeting; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01445,Please help: hurricane damage has made several homes unsafe and families need assistance near the riverside after the storm; two people are accounted for. From the latest field note; the caller has provided this update. This is the latest update.,HIGH,hurricane,0,0,0,0,16,high_hurricane_storm_damage,controlled_synthetic,"Controlled scenario: storm_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01862,Dispatch message: a serious disturbance damaged a public facility and people need safe evacuation on the main road over the last hour; workers are accounted for. A resident reports; the report has been logged. Please send the appropriate response.,HIGH,societal,0,0,0,0,18,high_societal_civil_damage,controlled_synthetic,"Controlled scenario: civil_damage; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01378,Our situation is this: fire damaged part of the building; everyone evacuated safely but support is needed in the industrial district after the storm; several residents are accounted for. The response log records; this is the current field description. This is the latest update.,HIGH,industrial,0,0,1,0,8,high_industrial_dangerous_fire,controlled_synthetic,"Controlled scenario: dangerous_fire; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01474,hurricane damage has made several homes unsafe and families need assistance near the riverside this morning; a family is accounted for. The response log records; this message is being shared with dispatch. Please send the appropriate response.,HIGH,hurricane,0,0,0,0,16,high_hurricane_storm_damage,controlled_synthetic,"Controlled scenario: storm_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01429,Our situation is this: hurricane damage has made several homes unsafe and families need assistance near the community center a few minutes ago; workers are accounted for. In a follow-up message; the information is ready for triage. Please send the appropriate response.,HIGH,hurricane,0,0,0,0,16,high_hurricane_storm_damage,controlled_synthetic,"Controlled scenario: storm_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02199,"Dispatch message: an earthquake caused moderate damage to a room, but everyone is safe by the school over the last hour; one person is accounted for. The latest check confirms; the information is ready for triage. This is the latest update.",MEDIUM,earthquake,0,0,0,0,2,medium_earthquake_moderate_damage,controlled_synthetic,"Controlled scenario: moderate_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00321,an active fire has people trapped inside the building near the riverside since early afternoon; workers are accounted for. In a follow-up message; responders should use this information. Please record this situation.,CRITICAL,industrial,0,1,1,0,9,critical_industrial_fire_trapped,controlled_synthetic,"Controlled scenario: fire_trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00517,Dispatch message: multiple people are severely injured after the structure collapsed on the main road over the last hour; workers are accounted for. The caller reports; the status should be reviewed. This is the latest update.,CRITICAL,earthquake,1,0,0,1,11,critical_earthquake_multiple_injuries,controlled_synthetic,"Controlled scenario: multiple_injuries; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03478,"Dispatch message: a small amount of water is on the road, everyone is safe at the apartment block over the last hour; two people are accounted for. The response log records; this is the current field description. Please record this situation.",LOW,flood,0,0,0,0,1,low_flood_minor_flood,controlled_synthetic,"Controlled scenario: minor_flood; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00023,I need to report that several people are trapped inside a collapsed building and need immediate rescue near the community center this morning; several residents are accounted for. In a follow-up message; the team is waiting for guidance.,CRITICAL,earthquake,1,1,0,1,6,critical_earthquake_trapped,controlled_synthetic,"Controlled scenario: trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-01227,I need to report that the earthquake badly damaged a building and occupants must evacuate near the community center this morning; several residents are accounted for. In a follow-up message; the status should be reviewed.,HIGH,earthquake,0,0,0,0,14,high_earthquake_structural_damage,controlled_synthetic,"Controlled scenario: structural_damage; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00616,Dispatch message: wildfire surrounds the house and residents are trapped inside on the main road over the last hour; a family is accounted for. The caller reports; the operations desk has been notified. We are requesting responders.,CRITICAL,wildfire,0,1,1,0,4,critical_wildfire_wildfire_trapped,controlled_synthetic,"Controlled scenario: wildfire_trapped; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03152,I need to report that this is a test SOS for a training exercise; nobody needs help by the school during the night; workers are accounted for. The situation update states; the report has been logged. Please record this situation.,LOW,other,0,0,0,0,0,low_other_test,controlled_synthetic,"Controlled scenario: test; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02799,Dispatch message: several residents have mild symptoms and need a health information point at the apartment block this morning; a family is accounted for. The latest check confirms; the information is ready for triage. Please record this situation.,MEDIUM,biological,0,0,0,1,6,medium_biological_public_health,controlled_synthetic,"Controlled scenario: public_health; label reflects operational rescue urgency, not keyword presence.",en,train
rp-00135,an unconscious person is not responding and needs emergency medical help now on the main road during the night; two people are accounted for. The current report says; the caller has provided this update.,CRITICAL,other,1,0,0,1,1,critical_other_unconscious,controlled_synthetic,"Controlled scenario: unconscious; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02018,floodwater has entered the yard and we need basic assistance by the school this morning; one person is accounted for. The caller reports; this is the current field description.,MEDIUM,flood,0,0,0,0,2,medium_flood_localized_flood,controlled_synthetic,"Controlled scenario: localized_flood; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02787,Dispatch message: several residents have mild symptoms and need a health information point beside the market since early afternoon; one person is accounted for. The dispatch note says; the status should be reviewed.,MEDIUM,biological,0,0,0,1,6,medium_biological_public_health,controlled_synthetic,"Controlled scenario: public_health; label reflects operational rescue urgency, not keyword presence.",en,train
rp-03818,SOS report: a vehicle stopped on the roadside; no one is hurt and traffic is moving in the industrial district since early afternoon; workers are accounted for. The caller reports; this is the current field description. This is the latest update.,LOW,transportation,0,0,0,0,1,low_transportation_traffic,controlled_synthetic,"Controlled scenario: traffic; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01192,Our situation is this: a person has a serious leg injury and needs urgent medical response on the main road during the night; a family is accounted for. The latest check confirms; the report has been logged. Please record this situation.,HIGH,other,1,0,0,1,1,high_other_serious_injury,controlled_synthetic,"Controlled scenario: serious_injury; label reflects operational rescue urgency, not keyword presence.",en,train
rp-02814,"Dispatch message: a landslide has closed a local route, but no one is trapped at the apartment block during the night; workers are accounted for. The caller reports; this message is being shared with dispatch.",MEDIUM,other,0,0,0,0,4,medium_other_local_disruption,controlled_synthetic,"Controlled scenario: local_disruption; label reflects operational rescue urgency, not keyword presence.",en,test
rp-01581,SOS report: wildfire is approaching homes and an organized evacuation is required near the community center over the last hour; several residents are accounted for. The dispatch note says; responders should use this information. Please send the appropriate response.,HIGH,wildfire,0,0,1,0,30,high_wildfire_wildfire_front,controlled_synthetic,"Controlled scenario: wildfire_front; label reflects operational rescue urgency, not keyword presence.",en,test
rp-03581,SOS report: there is a small crack in an empty building; no response is needed near the community center over the last hour; two people are accounted for. The dispatch note says; responders should use this information. Please send the appropriate response.,LOW,earthquake,0,0,0,0,0,low_earthquake_minor_damage,controlled_synthetic,"Controlled scenario: minor_damage; label reflects operational rescue urgency, not keyword presence.",en,train
